fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon
0,42,24,,6,64,456,quantile,0.050000000000000044,quantile,quantile,target_vame,3
1,42,152,,6,64,548,quantile,0.050000000000000044,quantile,quantile,target_vame,3
2,42,7,,6,64,639,quantile,0.050000000000000044,quantile,quantile,target_vame,3
3,42,4,,6,64,730,quantile,0.050000000000000044,quantile,quantile,target_vame,3
4,42,176,,6,64,821,quantile,0.050000000000000044,quantile,quantile,target_vame,3
