fold_id,seed,group,used_feature_count,split_count
0,42,location,14,51
0,42,regime,18,229
1,42,location,23,385
1,42,regime,28,1275
2,42,location,10,19
2,42,regime,14,63
3,42,location,8,12
3,42,regime,10,36
4,42,location,20,342
4,42,regime,32,1971
