regime_families_combo,count
trend|volatility,2393
volatility,1164
volatility|volatility_term_structure,268
trend|volatility|volatility_term_structure,219
trend,40
,24
volatility_term_structure,16
trend|volatility_term_structure,6
path_structure|volatility,2
