feature_name,group,usage_count
reg_volatility_autocorr_48_ts_band40_60,regime,433
reg_volatility_autocorr_48_ts_band25_75,regime,284
reg_volatility_autocorr_48_ts_bot80,regime,200
reg_volatility_autocorr_48_ts_bot30,regime,183
reg_volatility_autocorr_48_ts_top40,regime,178
reg_volatility_autocorr_48_ts_top30,regime,157
reg_volatility_autocorr_48_ts_band30_70,regime,142
reg_volatility_autocorr_48_ts_top70,regime,133
reg_volatility_autocorr_48_ts_top20,regime,116
reg_volatility_autocorr_48_ts_bot50,regime,105
reg_volatility_autocorr_48_ts_top80,regime,79
reg_volatility_autocorr_48_ts_bot40,regime,74
reg_volatility_autocorr_48_ts_bot60,regime,58
reg_volatility_autocorr_48_ts_top60,regime,50
reg_volatility_autocorr_48_ts_band20_80,regime,48
reg_volatility_autocorr_48_ts_bot20,regime,40
reg_volatility_autocorr_48_ts_top50,regime,27
reg_volatility_autocorr_48_ts_bot70,regime,15
