generated_boolean,group,source_feature,support,support_pct,usable_support,nan_rate_before,nan_rate_ts
loc_dist_ema50_atr_ts_top20,location,dist_ema50_atr,331002,0.809375,140958,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_bot20,location,dist_ema50_atr,78235,0.19130232785602505,78235,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_top30,location,dist_ema50_atr,290241,0.7097051056338028,181719,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_bot30,location,dist_ema50_atr,118986,0.29094776995305166,118986,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_top40,location,dist_ema50_atr,256280,0.6266627543035994,215680,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_bot40,location,dist_ema50_atr,152940,0.3739730046948357,152940,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_top50,location,dist_ema50_atr,204923,0.5010832355242566,204923,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_bot50,location,dist_ema50_atr,204927,0.5010930164319248,204927,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_top60,location,dist_ema50_atr,153256,0.374745696400626,153256,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_bot60,location,dist_ema50_atr,255964,0.6258900625978091,215996,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_top70,location,dist_ema50_atr,119357,0.2918549491392801,119357,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_bot70,location,dist_ema50_atr,289872,0.7088028169014085,182088,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_top80,location,dist_ema50_atr,78713,0.19247114632237872,78713,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_bot80,location,dist_ema50_atr,330523,0.8082037363067293,141437,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_band20_80,location,dist_ema50_atr,252565,0.6175787363067292,219395,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_band25_75,location,dist_ema50_atr,209219,0.5115879303599374,209219,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_band30_70,location,dist_ema50_atr,171153,0.41850792253521124,171153,0.0,0.13348588863463004
loc_dist_ema50_atr_ts_band40_60,location,dist_ema50_atr,103284,0.25255281690140846,103284,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_top20,location,loc_vwap_dev_z_24,331002,0.809375,140958,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_bot20,location,loc_vwap_dev_z_24,78235,0.19130232785602505,78235,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_top30,location,loc_vwap_dev_z_24,290241,0.7097051056338028,181719,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_bot30,location,loc_vwap_dev_z_24,118986,0.29094776995305166,118986,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_top40,location,loc_vwap_dev_z_24,256280,0.6266627543035994,215680,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_bot40,location,loc_vwap_dev_z_24,152940,0.3739730046948357,152940,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_top50,location,loc_vwap_dev_z_24,204923,0.5010832355242566,204923,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_bot50,location,loc_vwap_dev_z_24,204927,0.5010930164319248,204927,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_top60,location,loc_vwap_dev_z_24,153256,0.374745696400626,153256,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_bot60,location,loc_vwap_dev_z_24,255964,0.6258900625978091,215996,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_top70,location,loc_vwap_dev_z_24,119357,0.2918549491392801,119357,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_bot70,location,loc_vwap_dev_z_24,289872,0.7088028169014085,182088,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_top80,location,loc_vwap_dev_z_24,78713,0.19247114632237872,78713,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_bot80,location,loc_vwap_dev_z_24,330523,0.8082037363067293,141437,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_band20_80,location,loc_vwap_dev_z_24,252565,0.6175787363067292,219395,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_band25_75,location,loc_vwap_dev_z_24,209219,0.5115879303599374,209219,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_band30_70,location,loc_vwap_dev_z_24,171153,0.41850792253521124,171153,0.0,0.13348588863463004
loc_loc_vwap_dev_z_24_ts_band40_60,location,loc_vwap_dev_z_24,103284,0.25255281690140846,103284,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_top20,location,loc_range_pos_24,331002,0.809375,140958,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_bot20,location,loc_range_pos_24,78235,0.19130232785602505,78235,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_top30,location,loc_range_pos_24,290241,0.7097051056338028,181719,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_bot30,location,loc_range_pos_24,118986,0.29094776995305166,118986,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_top40,location,loc_range_pos_24,256280,0.6266627543035994,215680,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_bot40,location,loc_range_pos_24,152940,0.3739730046948357,152940,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_top50,location,loc_range_pos_24,204923,0.5010832355242566,204923,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_bot50,location,loc_range_pos_24,204927,0.5010930164319248,204927,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_top60,location,loc_range_pos_24,153256,0.374745696400626,153256,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_bot60,location,loc_range_pos_24,255964,0.6258900625978091,215996,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_top70,location,loc_range_pos_24,119357,0.2918549491392801,119357,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_bot70,location,loc_range_pos_24,289872,0.7088028169014085,182088,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_top80,location,loc_range_pos_24,78713,0.19247114632237872,78713,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_bot80,location,loc_range_pos_24,330523,0.8082037363067293,141437,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_band20_80,location,loc_range_pos_24,252565,0.6175787363067292,219395,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_band25_75,location,loc_range_pos_24,209219,0.5115879303599374,209219,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_band30_70,location,loc_range_pos_24,171153,0.41850792253521124,171153,0.0,0.13348588863463004
loc_loc_range_pos_24_ts_band40_60,location,loc_range_pos_24,103284,0.25255281690140846,103284,0.0,0.13348588863463004
loc_loc_pullback_depth_24_ts_top20,location,loc_pullback_depth_24,331002,0.809375,140958,0.0,0.13348588863463004
loc_loc_pullback_depth_24_ts_bot20,location,loc_pullback_depth_24,78235,0.19130232785602505,78235,0.0,0.13348588863463004
loc_loc_pullback_depth_24_ts_top30,location,loc_pullback_depth_24,290241,0.7097051056338028,181719,0.0,0.13348588863463004
loc_loc_pullback_depth_24_ts_bot30,location,loc_pullback_depth_24,118986,0.29094776995305166,118986,0.0,0.13348588863463004
loc_loc_pullback_depth_24_ts_top40,location,loc_pullback_depth_24,256280,0.6266627543035994,215680,0.0,0.13348588863463004
loc_loc_pullback_depth_24_ts_bot40,location,loc_pullback_depth_24,152940,0.3739730046948357,152940,0.0,0.13348588863463004
loc_loc_pullback_depth_24_ts_top50,location,loc_pullback_depth_24,204923,0.5010832355242566,204923,0.0,0.13348588863463004
loc_loc_pullback_depth_24_ts_bot50,location,loc_pullback_depth_24,204927,0.5010930164319248,204927,0.0,0.13348588863463004
loc_loc_pullback_depth_24_ts_top60,location,loc_pullback_depth_24,153256,0.374745696400626,153256,0.0,0.13348588863463004
loc_loc_pullback_depth_24_ts_bot60,location,loc_pullback_depth_24,255964,0.6258900625978091,215996,0.0,0.13348588863463004
loc_loc_pullback_depth_24_ts_top70,location,loc_pullback_depth_24,119357,0.2918549491392801,119357,0.0,0.13348588863463004
