fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,-9.127672e-05,0.012352956,-0.035083294,-9.691803e-12,0.036536254
1,-5.4765664e-05,0.012381041,-0.034872834,-9.698908e-12,0.036844358
2,-1.118811e-05,0.012176858,-0.034488574,9.720225e-12,0.03689888
3,1.4388509e-05,0.0121156,-0.034150112,0.0,0.036706265
4,-3.0045996e-05,0.011816348,-0.033934582,0.0,0.036320277
