canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(loc_bb_channel_pos_48<=0.56125796)|(asset_atr_level_pct>0.42391634&mark_vs_perp_bps<=0.79185748),3,3,location|regime,asset_state|perp_tradeability,compression,asset_state|compression|perp_tradeability
(*)|(dist_rolling_7d_high<=0.20323308)|(asset_vol_level_pct<=0.36362058&mark_vs_perp_bps>0.79185748),3,3,location|regime,asset_state|perp_tradeability,context,asset_state|context|perp_tradeability
(*)|(dist_rolling_7d_high>0.20323308)|(mark_vs_perp_bps>0.79185748),2,2,location|regime,perp_tradeability,context,context|perp_tradeability
(*)|(*)|(compression_ratio>-1.1130708&ema50_slope<=-0.64250284&mark_perp_dislocation<=0.010399206),3,3,regime,perp_tradeability|trend|volatility_term_structure,,perp_tradeability|trend|volatility_term_structure
(*)|(*)|(compression_ratio>-1.1130708&ema50_slope>-0.64250284&mark_perp_dislocation<=0.010399206&range_24h_pct<=0.047474053),4,4,regime,compression|perp_tradeability|trend|volatility_term_structure,,compression|perp_tradeability|trend|volatility_term_structure
(*)|(dist_prior_day_high>0.034615058)|(mark_vs_perp_bps<=2.0399361&ob_depth_mkt_resid>-0.028174674),3,3,location|regime,perp_tradeability|residual,context,context|perp_tradeability|residual
(*)|(*)|(mark_vs_perp_bps>2.0399361&price_trend_15d_vol_norm<=-0.075932279),2,2,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(loc_pullback_depth_24<=0.15810831)|(mark_vs_perp_bps>2.0399361&price_trend_15d_vol_norm>-0.075932279),3,3,location|regime,open_interest|perp_tradeability,path_structure,open_interest|path_structure|perp_tradeability
(*)|(*)|(asset_atr_level_pct<=0.50319451&asset_atr_level_pct>0.25376904&mark_vs_perp_bps<=-0.70439488),3,3,regime,asset_state|perp_tradeability,,asset_state|perp_tradeability
(*)|(*)|(mark_vs_perp_bps>-0.70439488&price_trend_15d_vol_norm<=-0.075051427),2,2,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(dist_prior_day_high<=0.067695767&dist_rolling_7d_high>0.018265456&pullback_depth<=1.4549742)|(grind_score_surprise<=-0.50054711&prior_volatility<=0.53129047),5,5,location|regime,context|residual,context,context|residual
(*)|(dist_prior_day_high<=0.067695767&dist_rolling_7d_high>0.018265456&loc_initial_balance_pos_24>0.68697029&pullback_depth<=1.4549742)|(grind_score_surprise>-0.50054711&prior_volatility<=0.53129047),6,6,location|regime,context|residual,context,context|residual
(*)|(dist_prior_day_high<=0.11008622&dist_prior_day_high>0.067695767)|(*),2,2,location,,context,context
(*)|(dist_prior_day_high>0.037422564)|(oi_value_log_1d_robust_z<=-0.52104419),2,2,location|regime,open_interest,context,context|open_interest
(*)|(dist_prior_day_high>0.037422564&loc_prev_day_range_pos_24<=0.19933443)|(mark_vs_perp_bps>1.3568407&oi_value_log_1d_robust_z>-0.52104419),4,4,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(*)|(asset_atr_level_pct<=0.85342938&log_oi_to_volume_1d>2.0167437&mark_vs_perp_bps<=2.0399361&ob_depth_usd_l20_z>-0.30898735),4,4,regime,asset_state|open_interest|orderbook|perp_tradeability,,asset_state|open_interest|orderbook|perp_tradeability
(*)|(*)|(asset_atr_level_pct<=0.85342938&mark_vs_perp_bps>2.0399361&price_trend_15d_vol_norm<=-0.074143477),3,3,regime,asset_state|open_interest|perp_tradeability,,asset_state|open_interest|perp_tradeability
(*)|(*)|(asset_atr_level_pct<=0.85342938&compression_score>0.11425851&mark_vs_perp_bps>2.0399361&price_trend_15d_vol_norm>-0.074143477),4,4,regime,asset_state|open_interest|perp_tradeability|volatility_term_structure,,asset_state|open_interest|perp_tradeability|volatility_term_structure
(*)|(oiw_pos_delta_entry_dist_7d_atr>0.96586317&zscore_price_200>-1.7884532)|(mark_perp_dislocation<=0.00075546151&range_24h_pct<=0.08004836),4,4,location|regime,compression|perp_tradeability,context|open_interest_location,compression|context|open_interest_location|perp_tradeability
(*)|(zscore_price_200>-1.7884532)|(asset_funding_rate_mean_3d>0.000014765897&mark_perp_dislocation>0.00075546151),3,3,location|regime,perp_tradeability,context,context|perp_tradeability
(*)|(loc_session_pos_48>0.61986506)|(asset_atr_level_pct<=0.65255934&mark_perp_dislocation<=0.01067963&up_down_semivol_ratio_tanh>0.64316154),4,4,location|regime,asset_state|path_structure|perp_tradeability,context,asset_state|context|path_structure|perp_tradeability
(*)|(*)|(asset_atr_level_pct>0.65255934&funding_persistence<=0.5625&mark_perp_dislocation<=0.01067963),3,3,regime,asset_state|funding|perp_tradeability,,asset_state|funding|perp_tradeability
(*)|(*)|(dist_funding_pressure_price_96h_atr<=-1.9178262&mark_perp_dislocation>0.01067963),2,2,regime,perp_tradeability,,perp_tradeability
(*)|(dist_prior_day_high<=0.067695767&loc_pullback_depth_24<=0.30000007)|(mark_perp_dislocation>-0.0027192277&price_rv_15d_robust_z<=0.057531204&price_rv_7d_robust_z>-0.93165189),5,5,location|regime,open_interest|perp_tradeability,context|path_structure,context|open_interest|path_structure|perp_tradeability
(*)|(dist_prior_day_high<=0.067695767)|(mark_perp_dislocation>-0.0027192277&oi_chg_8h<=0.091286786&price_rv_15d_robust_z>0.057531204&price_rv_7d_robust_z>-0.93165189),5,5,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(dist_prior_day_high>0.067695767)|(funding_persistence>0.41369048),2,2,location|regime,funding,context,context|funding
(*)|(dist_prior_day_high<=0.054249465)|(dist_funding_pressure_price_12h_atr<=0.87199849&dist_oiw_z_delta_96h_atr<=-1.3439381&mark_vs_perp_bps>0.12371416),4,4,location|regime,perp_tradeability,context,context|perp_tradeability
(*)|(dist_prior_day_high<=0.054249465)|(dist_funding_pressure_price_12h_atr<=0.87199849&dist_oiw_z_delta_96h_atr>-1.3439381&mark_vs_perp_bps>0.12371416),4,4,location|regime,perp_tradeability,context,context|perp_tradeability
(*)|(*)|(asset_atr_level_pct<=0.48172486&compression_ratio>-0.8275488&mark_vs_perp_bps<=0.30553257&price_trend_7d_vol_norm>-0.10965973),4,4,regime,asset_state|open_interest|perp_tradeability|volatility_term_structure,,asset_state|open_interest|perp_tradeability|volatility_term_structure
(*)|(*)|(mark_vs_perp_bps>0.30553257&price_trend_10d_vol_norm<=-0.097466663),2,2,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(*)|(asset_funding_rate_mean_7d>0.000018316548&mark_vs_perp_bps>0.30553257&price_trend_10d_vol_norm>-0.097466663),3,3,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(dist_prior_day_high<=0.019493068)|(mark_vs_perp_bps>-0.46535444&up_down_return_mass_ratio_tanh<=1.2350854),3,3,location|regime,path_structure|perp_tradeability,context,context|path_structure|perp_tradeability
(*)|(dist_prior_day_high>0.019493068)|(funding_mom_8h<=-0.047863826&range_24h_pct>0.08611276),3,3,location|regime,compression|funding,context,compression|context|funding
(*)|(loc_prev_week_range_pos_24<=0.88322765&loc_swing_range_pos_24<=0.78378063)|(asset_atr_level_pct<=0.73666781&compression_score>-0.44439915&mark_perp_dislocation<=0.00061219948),5,5,location|regime,asset_state|perp_tradeability|volatility_term_structure,context,asset_state|context|perp_tradeability|volatility_term_structure
(*)|(loc_bb_channel_pos_48<=0.52550155)|(asset_atr_level_pct>0.73666781),2,2,location|regime,asset_state,compression,asset_state|compression
(*)|(dist_prior_day_high<=0.020066535&loc_session_pos_24>0.48240525)|(compression_score>-0.41897497&prior_volatility<=-0.041475002),4,4,location|regime,context|volatility_term_structure,context,context|volatility_term_structure
(*)|(dist_prior_day_high>0.020066535)|(asset_atr_level_pct<=0.75750029&dist_funding_pressure_price_96h_atr<=-0.70805538&oi_expansion_compression_balance_96h>0.29206654),4,4,location|regime,asset_state|perp_tradeability,context,asset_state|context|perp_tradeability
(*)|(dist_ema20_atr>-0.71996903&dist_prior_day_high>0.020066535)|(asset_atr_level_pct>0.75750029),3,3,location|regime,asset_state,context,asset_state|context
(*)|(dist_prior_day_high<=0.079471022&loc_bb_channel_pos_24<=0.34113145)|(atr_compression_ratio>-0.61149114&mark_perp_dislocation<=0.008551077),4,4,location|regime,perp_tradeability|volatility_term_structure,compression|context,compression|context|perp_tradeability|volatility_term_structure
(*)|(dist_prior_day_high<=0.079471022&loc_bb_channel_pos_24>0.34113145&loc_swing_range_pos_48<=0.66666675)|(atr_compression_ratio>-0.61149114&mark_perp_dislocation<=0.008551077),5,5,location|regime,perp_tradeability|volatility_term_structure,compression|context,compression|context|perp_tradeability|volatility_term_structure
(*)|(dist_prior_day_high<=0.079471022)|(mark_perp_dislocation>0.008551077),2,2,location|regime,perp_tradeability,context,context|perp_tradeability
(*)|(dist_prior_day_high<=0.026875384&loc_swing_range_pos_48>0.31105375)|(asset_atr_level_pct<=0.64842886&mark_perp_dislocation<=0.011993019&oi_z<=0.14797397),5,5,location|regime,asset_state|open_interest|perp_tradeability,context,asset_state|context|open_interest|perp_tradeability
(*)|(dist_prior_day_high<=0.026875384&loc_swing_range_pos_48>0.31105375)|(asset_atr_level_pct<=0.64842886&mark_perp_dislocation<=0.011993019&oi_z>0.14797397),5,5,location|regime,asset_state|open_interest|perp_tradeability,context,asset_state|context|open_interest|perp_tradeability
(*)|(zscore_price_50>-0.90263736)|(asset_atr_level_pct>0.64842886&mark_perp_dislocation<=0.011993019&price_trend_15d_vol_norm>0.013389167),4,4,location|regime,asset_state|open_interest|perp_tradeability,context,asset_state|context|open_interest|perp_tradeability
(*)|(*)|(asset_atr_level_pct<=0.80334151&dist_funding_pressure_price_12h_atr<=0.21445426&mark_perp_dislocation<=0.0053889747&mark_perp_dislocation>-0.0036483705&ob_depth_z_25bps<=0.00000000000000000000000000000000001),5,5,regime,asset_state|orderbook|perp_tradeability,,asset_state|orderbook|perp_tradeability
(*)|(loc_bb_channel_pos_48>0.37436664)|(mark_perp_dislocation>0.0053889747),2,2,location|regime,perp_tradeability,compression,compression|perp_tradeability
(*)|(dist_prior_day_high<=0.046916548)|(dist_oiw_abs_delta_12h_atr<=0.6622318&funding_vol_15d_robust_z<=0.034365434&mark_vs_perp_bps>-0.50219053),4,4,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(dist_prior_day_high>0.046916548)|(oi_value_log_1d_robust_z<=-0.43519813),2,2,location|regime,open_interest,context,context|open_interest
(*)|(dist_prior_day_high>0.046916548)|(mark_vs_perp_bps>0.46814886&oi_value_log_1d_robust_z>-0.43519813),3,3,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(dist_local_swing>0.022199996)|(asset_atr_level_pct<=0.72412592&mark_perp_dislocation<=0.0021455728&ob_imbalance_mkt_resid>-2.5014901),4,4,location|regime,asset_state|perp_tradeability|residual,context,asset_state|context|perp_tradeability|residual
(*)|(loc_bb_channel_pos_48<=0.52111334)|(asset_atr_level_pct>0.72412592),2,2,location|regime,asset_state,compression,asset_state|compression
(*)|(dist_prior_day_high<=0.049604859&loc_ema_stack_pos_24>-0.088402256)|(atr_compression_ratio>-1.1286711&mark_perp_dislocation>0.00017731152&return_autocorr_48<=0.92148554),5,5,location|regime,momentum|perp_tradeability|volatility_term_structure,context|trend,context|momentum|perp_tradeability|trend|volatility_term_structure
(*)|(dist_prior_day_high>0.049604859)|(price_trend_15d_vol_norm<=-0.045901138),2,2,location|regime,open_interest,context,context|open_interest
(*)|(loc_prev_week_range_pos_48<=0.36597091&loc_swing_range_pos_48>0.036584053)|(mark_vs_perp_bps<=0.76382196),3,3,location|regime,perp_tradeability,context,context|perp_tradeability
(*)|(oiw_pos_delta_entry_dist_14d_atr<=-0.53870374)|(mark_vs_perp_bps>0.76382196&price_rv_15d_robust_z<=0.43469149),3,3,location|regime,open_interest|perp_tradeability,open_interest_location,open_interest|open_interest_location|perp_tradeability
(*)|(oiw_pos_delta_entry_dist_14d_atr>-0.53870374)|(compression_score>-0.13182798&mark_vs_perp_bps>0.76382196&price_rv_15d_robust_z<=0.43469149),4,4,location|regime,open_interest|perp_tradeability|volatility_term_structure,open_interest_location,open_interest|open_interest_location|perp_tradeability|volatility_term_structure
(*)|(bars_in_high_vol_state_log_norm>-0.23772666)|(mark_vs_perp_bps<=-0.56352586&price_trend_7d_vol_norm>-0.12496675&range_24h_pct>0.034773659&up_down_semivol_ratio_tanh<=0.96680033),5,5,location|regime,compression|open_interest|path_structure|perp_tradeability,context,compression|context|open_interest|path_structure|perp_tradeability
(*)|(*)|(asset_funding_rate_abs_mean_7d>0.000013392228&funding_1d_chg_peer_resid>-0.09894079&mark_vs_perp_bps>-0.56352586&price_trend_7d_vol_norm>-0.12496675&range_24h_pct>0.034773659&up_down_semivol_ratio_tanh<=0.96680033),6,6,regime,compression|open_interest|path_structure|perp_tradeability|residual,,compression|open_interest|path_structure|perp_tradeability|residual
(*)|(loc_pullback_depth_48<=0.28941485&loc_swing_range_pos_48>0.02083369&zscore_price_200>-0.69393706)|(asset_atr_level_pct<=0.90827352&mark_perp_dislocation<=0.00034870746),5,5,location|regime,asset_state|perp_tradeability,context|path_structure,asset_state|context|path_structure|perp_tradeability
(*)|(loc_prev_day_range_pos_24<=0.16190185)|(asset_atr_level_pct<=0.90827352&mark_perp_dislocation>0.00034870746),3,3,location|regime,asset_state|perp_tradeability,context,asset_state|context|perp_tradeability
(*)|(*)|(asset_atr_level_pct>0.90827352),1,1,regime,asset_state,,asset_state
(*)|(loc_bb_channel_pos_24<=0.37303868)|(price_trend_15d_vol_norm<=-0.041167248&range_24h_pct>0.036440261&up_down_semivol_ratio_tanh<=0.79490155),4,4,location|regime,compression|open_interest|path_structure,compression,compression|open_interest|path_structure
