families_combo,count
context|open_interest|perp_tradeability,117
context|open_interest,113
context|perp_tradeability,102
open_interest|perp_tradeability,77
open_interest,58
context,45
context|path_structure|perp_tradeability,37
context|open_interest|path_structure,31
open_interest|path_structure|perp_tradeability,27
compression|context|open_interest,25
asset_state|context|perp_tradeability,24
asset_state|perp_tradeability,24
compression|context|perp_tradeability,23
open_interest|residual,23
context|open_interest|open_interest_location,22
context|open_interest|residual,22
context|open_interest|path_structure|perp_tradeability,22
compression|context,22
compression|perp_tradeability,21
compression|context|open_interest|perp_tradeability,21
open_interest|path_structure,19
context|path_structure,19
asset_state|context|open_interest|perp_tradeability,18
perp_tradeability,18
context|momentum|open_interest|perp_tradeability,18
compression|open_interest|perp_tradeability,18
open_interest|perp_tradeability|residual,17
compression|open_interest,16
context|momentum|open_interest,16
context|perp_tradeability|residual,15
asset_state|open_interest|perp_tradeability,14
path_structure|perp_tradeability|residual,14
open_interest|open_interest_location,14
context|open_interest|perp_tradeability|residual,13
perp_tradeability|residual,13
momentum|open_interest,13
asset_state,13
context|open_interest|open_interest_location|perp_tradeability,13
context|open_interest|perp_tradeability|trend,13
asset_state|open_interest,12
compression|open_interest|residual,12
context|open_interest|volatility_term_structure,11
context|open_interest|trend,11
context|open_interest_location|perp_tradeability,11
context|funding|open_interest|perp_tradeability,11
open_interest|path_structure|residual,11
context|open_interest|path_structure|residual,10
momentum|open_interest|perp_tradeability,10
path_structure,10
path_structure|perp_tradeability,10
open_interest|open_interest_location|perp_tradeability,10
asset_state|context,10
context|funding,10
compression|context|perp_tradeability|residual,9
compression|open_interest|path_structure|perp_tradeability,9
context|perp_tradeability|trend,9
context|funding|perp_tradeability,9
context|residual,9
asset_state|compression|context|perp_tradeability,8
open_interest|trend,8
context|momentum|perp_tradeability,8
asset_state|perp_tradeability|residual,8
context|path_structure|perp_tradeability|residual,8
context|momentum,8
open_interest|open_interest_location|path_structure,7
compression|open_interest|path_structure,7
context|funding|open_interest,7
open_interest|perp_tradeability|volatility_term_structure,7
open_interest|perp_tradeability|trend,7
asset_state|context|path_structure|perp_tradeability,7
context|open_interest_location,7
context|liquidity|perp_tradeability,7
compression|context|open_interest_location|perp_tradeability,6
funding|open_interest,6
compression|open_interest|perp_tradeability|residual,6
asset_state|context|open_interest,6
compression|context|perp_tradeability|volatility_term_structure,6
asset_state|compression|open_interest|perp_tradeability,6
context|open_interest|perp_tradeability|volatility_term_structure,6
compression|context|open_interest|trend,6
compression|context|open_interest|residual,6
compression|path_structure,6
open_interest_location|perp_tradeability,6
liquidity|open_interest,6
context|perp_tradeability|volatility_term_structure,6
context|open_interest_location|path_structure,5
compression|context|residual,5
compression|funding|open_interest|perp_tradeability,5
context|open_interest|volatility,5
compression|context|open_interest|path_structure,5
context|open_interest|open_interest_location|path_structure,5
compression|context|path_structure,5
compression|path_structure|perp_tradeability,5
open_interest|volatility,5
asset_state|open_interest|path_structure|perp_tradeability,5
asset_state|compression|perp_tradeability,5
compression|open_interest|open_interest_location|perp_tradeability,4
compression|perp_tradeability|residual,4
compression|open_interest|open_interest_location,4
context|trend,4
open_interest|open_interest_location|residual,4
open_interest|open_interest_location|perp_tradeability|residual,4
asset_state|path_structure|perp_tradeability,4
open_interest|volatility_term_structure,4
compression|context|momentum|open_interest,4
context|orderbook|perp_tradeability,4
compression|funding,4
compression|context|open_interest_location,4
context|open_interest|trend|volatility_term_structure,4
funding|perp_tradeability,4
momentum,4
open_interest|perp_tradeability|volatility,4
open_interest|residual|volatility_term_structure,4
liquidity|open_interest|residual,4
context|perp_tradeability|volatility,4
compression|open_interest|perp_tradeability|trend,4
funding|open_interest|path_structure,4
context|funding|open_interest|residual,4
context|open_interest|orderbook|perp_tradeability,4
path_structure|perp_tradeability|volatility_term_structure,4
context|open_interest|open_interest_location|residual,4
context|funding|open_interest|volatility_term_structure,4
funding|open_interest|open_interest_location,4
context|funding|open_interest|open_interest_location,4
compression|open_interest|path_structure|perp_tradeability|residual,4
compression,4
compression|context|open_interest|path_structure|perp_tradeability,4
compression|context|perp_tradeability|trend,4
asset_state|compression,4
asset_state|open_interest|trend,3
compression|momentum,3
compression|open_interest|open_interest_location|volatility,3
asset_state|context|residual,3
asset_state|context|momentum,3
funding|volatility_term_structure,3
asset_state|funding|open_interest|path_structure,3
context|volatility_term_structure,3
compression|context|momentum|perp_tradeability,3
context|funding|open_interest_location,3
momentum|perp_tradeability,3
asset_state|open_interest|perp_tradeability|residual,3
open_interest_location,3
context|open_interest|path_structure|volatility,3
momentum|open_interest|trend,3
context|liquidity|open_interest|residual,3
context|liquidity|open_interest|trend,3
context|momentum|path_structure,3
open_interest_location|path_structure|perp_tradeability,3
open_interest|open_interest_location|path_structure|perp_tradeability,3
context|open_interest|open_interest_location|perp_tradeability|residual,3
context|liquidity|open_interest|open_interest_location,3
funding|open_interest|perp_tradeability,3
context|momentum|open_interest|volatility_term_structure,3
momentum|open_interest|path_structure|perp_tradeability,3
compression|momentum|perp_tradeability,3
asset_state|compression|context|open_interest,3
context|funding|residual,3
path_structure|perp_tradeability|trend,3
context|path_structure|residual,3
open_interest|path_structure|perp_tradeability|trend,3
open_interest|path_structure|perp_tradeability|residual,3
context|liquidity|open_interest,3
context|path_structure|perp_tradeability|trend,3
context|orderbook|path_structure,3
open_interest|path_structure|perp_tradeability|volatility_term_structure,3
asset_state|momentum|open_interest|path_structure|perp_tradeability,3
funding,3
path_structure|residual,3
context|funding|open_interest|trend,3
context|open_interest_location|path_structure|residual,3
funding|open_interest|residual,3
compression|context|open_interest|volatility,3
context|funding|path_structure,3
compression|open_interest|trend,3
asset_state|compression|open_interest,3
open_interest|open_interest_location|path_structure|residual,3
context|momentum|open_interest|open_interest_location,3
compression|context|path_structure|perp_tradeability,3
open_interest|perp_tradeability|trend|volatility_term_structure,3
context|funding|path_structure|perp_tradeability,3
context|path_structure|trend,3
perp_tradeability|volatility_term_structure,3
asset_state|open_interest|path_structure,3
volatility,3
perp_tradeability|residual|trend,3
asset_state|perp_tradeability|trend,3
context|momentum|open_interest|perp_tradeability|volatility_term_structure,3
context|path_structure|perp_tradeability|volatility_term_structure,3
compression|context|open_interest|open_interest_location|perp_tradeability,3
liquidity|open_interest|path_structure|perp_tradeability,3
context|liquidity|momentum|open_interest|residual,2
context|perp_tradeability|trend|volatility,2
liquidity|momentum|open_interest|residual,2
open_interest_location|perp_tradeability|residual,2
context|momentum|open_interest|open_interest_location|trend,2
momentum|open_interest|open_interest_location,2
asset_state|liquidity|open_interest|open_interest_location,2
