fold_id,seed,group,gain,split
0,42,location,7808.62,831.0
0,42,regime,19653.69,2439.0
1,42,location,4060.3767,241.0
1,42,regime,7849.5386,567.0
2,42,location,1590.8055,58.0
2,42,regime,2531.2893,96.0
3,42,location,2757.8838,134.0
3,42,regime,6457.2017,322.0
4,42,location,6371.533,798.0
4,42,regime,16234.042,2096.0
