fold_id,seed,group,used_feature_count,split_count
0,42,location,44,831
0,42,regime,129,2439
1,42,location,39,241
1,42,regime,107,567
2,42,location,25,58
2,42,regime,48,96
3,42,location,31,134
3,42,regime,87,322
4,42,location,44,798
4,42,regime,127,2096
