fold_id,seed,group,gain,split
0,42,location,15.969346,39.0
0,42,regime,68.66658,122.0
1,42,location,5.5672846,14.0
1,42,regime,30.864473,50.0
2,42,location,28.738344,68.0
2,42,regime,103.81629,261.0
