,open,high,low,close,volume,bar_duration,ms__pca_0,ms__pca_1,ms__pca_2,ms__pca_3,ms__state_id,ms__state_prob_0,ms__state_prob_1,ms__state_prob_2,ms__state_prob_3,ca__vpin_spill_q50,ca__vpin_spill_resid_q50,ca__vpin_spill_q75,ca__vpin_spill_resid_q75,ca__vpin_spill_q90,ca__vpin_spill_resid_q90,ca__beta_short_w24,ca__beta_long_w96,ca__beta_shift,ca__downside_beta_long_w96,ca__active_ret_z_w48,ca__active_ret_trend,ca__active_ret_mr,ca__active_ret_voladj,ca__lead_lag_w48,ca__lead_lag_sign_persistence,ca__corr_shock,ca__vol_shock,ca__volume_shock,ca__delta_volume_shock_12,ca__ect_value,ca__ect_half_life,ca__ect_rank_stability,ca__ect_pvalue,ca__ect_active,vol_regime,volatility_1d,geo_atr_14,regime_0,regime_1,regime_2,regime_3,causal_surprise,surprise_strength,surprise_zone,zone_score,weight,weight_vector,surprise_consensus,surprise_gap_specialist,surprise_fractal_efficiency_specialist,surprise_volume_specialist,surprise_trend_specialist,surprise_volatility_specialist,surprise_ca__volume_shock,surprise_ca__delta_volume_shock_12,surprise_ca__active_ret_voladj,surprise_ca__active_ret_mr,surprise_ca__vol_shock,surprise_ca__ect_half_life,surprise_ms__pca_0,surprise_ca__active_ret_z_w48,surprise_ms__pca_1,surprise_ms__state_id,surprise_ms__pca_2,surprise_ms__state_prob_2,surprise_ms__state_prob_0,surprise_ca__downside_beta_long_w96,surprise_ca__beta_short_w24,surprise_ms__state_prob_1,surprise_ca__beta_long_w96,surprise_ca__lead_lag_sign_persistence,surprise_ms__state_prob_3,surprise_ca__beta_shift,surprise_ca__vpin_spill_resid_q90,surprise_ca__vpin_spill_resid_q50,surprise_ca__vpin_spill_resid_q75,surprise_ca__vpin_spill_q90,surprise_ca__corr_shock,surprise_ca__lead_lag_w48,surprise_ca__vpin_spill_q75,surprise_ca__vpin_spill_q50,surprise_ca__ect_pvalue,surprise_ms__pca_3,zone_score_sq,zone_score_change,gate_mask_other
2021-12-15 19:03:00,3817.159912109375,3910.0,3814.330078125,3896.639892578125,40879236.0,60.0,-0.08850177471852891,0.41158092628929266,-1.2296051304461915,0.00017207711863282936,2,1.3813782012919904e-12,6.209300049483915e-14,0.9999999999985558,0.0,0.5765828885510107,-0.026763943571738613,0.6067385692181526,-0.05691962423888053,0.6330524200902763,-0.08323347511100421,1.0128699835847224,1.004274850336214,0.008595133248508358,1.0072939797962246,-0.44287429567022657,-2.2426392300382715e-05,-5.721244079852469,-0.03937795652274732,-0.00425022052390947,0.3333333333333333,-7.681510570700656e-05,0.010139712577993176,5.9795772803603136,6.210669218110107,0.0005633912317382084,13.419958784203867,0.5,0.01,True,Trending,0.005554950862375332,43.274222237723215,0.0,1.3911959e-08,4.9796844e-36,1.0,1,2985444.6150310934,3,0.99,5.453753629199502,5.453753629199502,26.809280846723627,0.06006804757936512,0.03694869941891228,0.5,0.18510765304005777,0.5,0.5000000016391062,0.5000000031330641,0.4983831129448449,0.5040294291201484,0.4998233035616991,0.3712509245179877,0.3330018541912903,0.4969889967700715,0.0442275598619586,0.5,0.38511006997149966,0.49999999999919686,0.09625304085209797,0.058796809599124734,0.056651600160932285,0.04196217057451537,0.05409452258425999,0.1089708543688239,0.5,0.10777863269293406,0.1819028023652502,0.0688283623934968,0.13436023449730017,0.4999997552519283,0.3358112409764742,0.0379857092403243,0.49999969637672953,0.4999994667714469,0.0042331195996479325,0.49886823453003204,0.9801,0.5506442084336383,1
2022-01-11 16:30:00,3200.590087890625,3220.090087890625,3197.070068359375,3212.2900390625,30085420.0,60.0,-0.24155752317141077,-0.0657192481133617,-0.7410000474155989,8.497330663740897e-05,2,1.8121407219294916e-06,5.558837994564318e-13,0.9999981878587226,0.0,0.576582688308733,0.031998788456186866,0.6067383983780689,0.0018430783868510492,0.6330522333349982,-0.024470756570078245,1.0040189335754781,1.0077497575952425,-0.003730824019764434,1.0163101185062795,-0.7356611115195566,-1.1082714614029823e-05,0.34756651415237627,-0.0015941950552589659,-0.0037045035042171104,0.4583333333333333,-7.622373664584181e-06,-0.0014246276618472553,4.5165105284979825,4.636355043825495,-0.0007274641153536265,13.792309045078104,0.5,0.01,True,Chaos,0.0042440278552749195,24.107090541294642,0.0,1.1608461e-05,0.0,0.9999884,1,1809765.5344337183,1,0.2310713920514409,4.698465367067607,4.698465367067607,21.848330404763637,0.06006804757936512,0.03694869941891228,0.5,0.20241128867247515,0.5,0.5000000008269857,0.5000000006690997,0.4983270210068056,0.4940501991075727,0.49979840653460667,0.3724068249763189,0.37039980682420176,0.498609941365505,0.024981963729282075,0.5,0.13426527333917035,0.4999989694475696,0.09625341794638326,0.06007245515467148,0.05533694889985252,0.04196217057457746,0.05461753334700119,0.1535137842818689,0.5,0.0993131029999568,0.05340377047977683,0.0813675203698218,0.03072100278582518,0.49999861925617245,0.3352675046962989,0.037042890209447225,0.4999983989282283,0.499997373714155,0.0042331195996479325,0.4966673483864706,0.053393988224590704,-0.26460824550667844,1
2022-01-23 23:12:00,2515.31005859375,2532.429931640625,2507.27001953125,2529.699951171875,18261076.0,60.0,-0.3942196977184133,-0.5417920730318224,-0.25365138378058355,-1.9065229996286947e-06,2,0.02714198909313783,2.954510702510086e-12,0.9728580109039067,0.0,0.5758627241425103,0.025943260634863963,0.6059658176646648,-0.004159832887290604,0.6320527652298985,-0.03024678045252427,1.0147704557826531,1.0093263750135688,0.005444080769084314,1.0213990823648826,-0.6183264435204808,-2.1008195930324133e-05,0.15388299422602747,-0.002662003269793906,0.0021617642987403884,0.16666666666666666,-5.2361734096506574e-05,0.006990118931432088,2.3775925893356744,2.871448967675153,-0.0004930805298091201,16.136417148567002,0.5,0.01,True,Trending,0.006094944403742753,24.414271763392858,9.347016e-24,6.9140538e-06,1.5031566e-07,0.9999929,1,1353336.5133512237,1,0.0,4.49191206968063,4.49191206968063,20.039070574594497,0.06006804757936512,0.03694869941891228,0.5,0.322550964493424,0.5,0.4999999996397131,0.499999997906839,0.49832860622247177,0.4936905584165083,0.499814305884678,0.3797168017092242,0.40931764575713614,0.4979603404538503,0.05464922020407551,0.5,0.03711121623179027,0.4845694365051044,0.10205105780370764,0.06080385948628595,0.05693768222400554,0.0419621705748791,0.05485639931121796,0.06744467461935973,0.5,0.10222504830720829,0.06064349246992952,0.0670326271880068,0.03277452637676516,0.4939193504504102,0.3356190295589563,0.03449775528893218,0.4941312884664236,0.4924724275979309,0.0042331195996479325,0.49456858649586954,0.0,-0.9775491083553328,1
2022-01-31 15:18:00,2598.590087890625,2630.010009765625,2594.5400390625,2625.820068359375,18310319.875,420.0,-0.3727223065785822,-0.4747530454620594,-0.3222782383024958,1.0327612177684956e-05,2,0.009280429703042917,2.4397880820118636e-12,0.9907195702945156,0.0,0.5763364701924086,-0.04350223784170204,0.6064742088294431,-0.07363997647873655,0.6327104756824768,-0.09987624333177025,1.010500767648045,1.0079336615608678,0.002567106087177251,1.0212991996806118,-0.7269091456171575,-1.4277016746852429e-05,-2.132819120234205,-0.010438554284680083,0.004955190122894996,0.5833333333333333,-2.3699532024190617e-05,0.007418256283014735,2.515700437086704,1.4357406832137034,-0.0007895699960229763,7.59830927735263,0.5,0.01,True,Trending,0.005354095181855383,26.039986746651785,4.2014487e-12,0.1186999,0.0013981118,0.879902,1,1665970.8721124062,2,0.2598421538921021,4.635006221484861,4.635006221484861,25.20491437688988,0.06006804757936512,0.03694869941891228,0.5,0.5050354460444134,0.5,0.4999999997163742,0.4999999956598072,0.49834015090944006,0.49736538225816695,0.49981552897629583,0.3533770168632504,0.40375564059917934,0.49856148759382457,0.049022968074438525,0.5,0.04478918009727511,0.49472247859762936,0.09820161978686259,0.060789424180494156,0.056296849103837046,0.04196217057481439,0.054645345210418805,0.21193341719950504,0.5,0.09737749063669576,0.2469254863962364,0.11646425145541851,0.20090426424426305,0.4979197864375811,0.3353938046978883,0.039237823560094684,0.49799201680652594,0.49742377105290475,0.0042331195996479325,0.49478134590200695,0.06751794493928685,-0.013032552037671619,1
2022-02-04 05:19:00,2720.35009765625,2752.800048828125,2719.72998046875,2750.929931640625,36324065.0,120.0,-0.3447413204426478,-0.3874951038451121,-0.4116028941381758,2.62515521829818e-05,2,0.0019816727254023917,1.8439924661193158e-12,0.9980183272727527,0.0,0.5765300758083404,-0.06127059550898584,0.606681967326753,-0.09142248702739841,0.6329792505158329,-0.11771977021647839,1.0067404807948586,1.007193372416902,-0.0004528916220434276,1.0172258951671316,-0.7441153818841664,-1.368678534020808e-05,-2.7511985488116433,-0.012498073974529613,0.004004951356963465,0.4583333333333333,-2.7062509396991175e-05,0.00037462626962914136,7.4282217850885015,3.083375577215296,6.31334993181909e-05,18.65153986604004,0.5,0.01,True,Trending,0.005039054047350832,18.364327566964285,0.0,1.6957306e-10,0.0,1.0,1,1367271.6992639182,1,0.18351920959819215,4.495644960597263,4.495644960597263,20.891972528984677,0.06006804757936512,0.03694869941891228,0.5,0.7363729782742227,0.5,0.5000000024432212,0.49999999823852614,0.49834320837185336,0.49851377097115934,0.49979540691810326,0.3876211505231761,0.39655322269501503,0.49865674702123997,0.042519683319342264,0.5,0.057066268612456866,0.49887303807463756,0.09666620320929845,0.060203463440151046,0.05573809414487364,0.04196217057473946,0.05453347220754192,0.1535137842818689,0.5,0.09394691169909178,0.3321179172732419,0.1958766178129531,0.2957283940614834,0.49955467918846713,0.3354202267779359,0.037559146489246,0.4995698322639048,0.4994474352403909,0.0042331195996479325,0.4951836704618914,0.03367930029154518,0.0,1
2022-02-15 01:34:00,2941.800048828125,2975.2900390625,2941.47998046875,2975.280029296875,23227301.6875,300.0,-0.2945651248376458,-0.23102200724330826,-0.5717820737348743,5.4806754799044166e-05,2,8.48846680173025e-05,1.0592700891802195e-12,0.9999151153309224,0.0,0.5765804323527515,-0.007980495768843632,0.6067359926695209,-0.0381360560856131,0.6330491328908779,-0.0644491963069701,1.0060827437852342,1.0050298757837255,0.0010528680015087222,1.003825762994444,-0.6516750527789317,-1.2126506328514644e-05,-3.7741287302895765,-0.015207733045211697,-0.005728070131149426,0.75,-6.766404598868014e-05,0.0038433512381621515,6.403291992044587,6.416195668396092,0.0003775381565711555,10.732765521832789,0.5,0.01,True,Trending,0.004229574418941856,21.026419503348215,5.298302e-36,0.053739052,1.7077504e-20,0.9462609,1,1938938.310707986,2,0.5756932873884937,4.7693902944836175,4.7693902944836175,25.621627012227695,0.06006804757936512,0.03694869941891228,0.5,0.08127356141542344,0.5,0.5000000018743022,0.5000000034547343,0.498347230999649,0.500413477074599,0.4998053162808869,0.36295330716110163,0.3837511411071588,0.4981449680355255,0.03286994262279568,0.5,0.08728994803628033,0.4999517266648304,0.09627070621058398,0.058312906483337784,0.055640896300665654,0.041962170574640766,0.05420775897001046,0.31260122276331964,0.5,0.09490928685181553,0.12543694558475782,0.03718380713456885,0.08281127186120682,0.4999797598622408,0.33573930431116134,0.04065602717678008,0.4999801287255934,0.4999737930539254,0.0042331195996479325,0.4959051440783599,0.3314227611441708,0.35841192345905915,1
2022-02-25 12:04:00,2648.429931640625,2674.89990234375,2648.429931640625,2672.010009765625,19289453.0,120.0,-0.3623918651872231,-0.44253784591814926,-0.3552564584921253,1.6206651899341776e-05,2,0.0053460671960943555,2.2071576472708374e-12,0.9946539328017,0.0,0.5764408277137117,0.006679745625800315,0.606586196420678,-0.023465623081165954,0.6328553538346599,-0.04973478049514779,1.003354395580274,1.0062488249456685,-0.002894429365394524,1.0107766479945397,-0.8407093110886024,-1.4585315011642378e-05,-1.5521598136091563,-0.007619676083820166,-0.002836048365563504,0.9166666666666666,-1.918111209975315e-06,-0.0016362603428584643,1.4179304600240372,2.057809237721197,-0.0012996256511863535,23.47408596929285,0.5,0.01,True,Quiet,0.0052497556399750634,20.412126813616073,5.251261e-16,0.016680136,2.993694e-05,0.9832899,1,2635133.216671539,1,0.1465228203112996,5.273330568228951,5.273330568228951,20.365583852138847,0.06006804757936512,0.03694869941891228,0.5,0.41551512599588175,0.5,0.499999999107023,0.49999999663340877,0.4983359661406443,0.49628706843697534,0.4997990111213141,0.40294055146361896,0.40109153244651413,0.4991915246446961,0.046518867509896616,0.5,0.04899722583569437,0.4969597653277206,0.09737127907379024,0.05928651544296789,0.05523941227732803,0.041962170574785115,0.05439104489597837,0.4347094216235282,0.5,0.09791849987096338,0.09234390675904623,0.035607452795520564,0.05583436737551154,0.4988010421390261,0.33522269844091607,0.03558872544753004,0.49884250012555625,0.49851456258535226,0.0042331195996479325,0.49492988137606814,0.02146893687197739,-0.13350216816132976,1
2022-02-25 12:50:00,2674.080078125,2704.780029296875,2673.89990234375,2703.18994140625,23201372.125,720.0,-0.3554184323013248,-0.4207913857801355,-0.37751798599869607,2.0175222784104877e-05,2,0.003638920675032905,2.058217093714687e-12,0.9963610793229073,0.0,0.5764861116252824,0.0200715297184203,0.6066347905355025,-0.010077149191799806,0.6329182193989648,-0.03636057805526205,1.0056539277659835,1.0060442230814706,-0.00039029531548706586,1.0107734613459511,-0.827165328784344,-1.547359485177229e-05,-2.9222215788025157,-0.011945765362734619,0.0037682168062146693,0.875,-5.294729180982394e-05,0.0033417566387863307,2.8358550258414525,3.2674972186153757,-0.002035766207801437,24.60566057865928,0.5,0.01,True,Chaos,0.005130260756114156,22.004289899553573,3.1816713e-31,0.066553,1.2412848e-17,0.933447,1,3379473.9278318128,3,0.7228391178212501,5.616756532559104,5.616756532559104,19.2857804474319,0.06006804757936512,0.03694869941891228,0.5,0.8200447272342466,0.5,0.49999999989408583,0.49999999852669563,0.4983423884414324,0.49883138009410594,0.49980388333854237,0.40656394842477644,0.39929644846919804,0.49911654030348607,0.04489779563445149,0.5,0.05204705908813256,0.49793058231853277,0.09701294095989227,0.05928606561911412,0.05557761343900069,0.0419621705747664,0.054360239426650976,0.40275640713836414,0.5,0.09384701128977029,0.06930008373656729,0.05540326941736618,0.038638646968366934,0.4991834394739301,0.3356236315959501,0.03715179493257962,0.4992115477077056,0.49898789531076876,0.0042331195996479325,0.49503014886357777,0.5224963902526031,0.5763162975099505,1
2022-03-01 13:07:00,2964.9599609375,2986.0,2964.3701171875,2978.3701171875,23354040.0,120.0,-0.2938740226003104,-0.2288668237775151,-0.5739883029648718,5.520006011398547e-05,2,8.10088337180401e-05,1.0508030184061589e-12,0.9999189911652308,0.0,0.5765805358348665,-0.052690584645946004,0.6067361035217537,-0.08284615233283321,0.6330492761477948,-0.10915932495887437,0.9997453515837684,1.0047795738071903,-0.005034222223421869,1.0035330992885374,-0.8390104200027828,-7.865456612551206e-06,-0.4098562569958526,-0.0030716426476804447,0.001125725336378336,0.5,5.152976180555768e-05,-0.004502069864499414,2.4614477883546355,2.53701277074172,-0.0018631217204729822,15.36115065210716,0.5,0.01,True,Chaos,0.0036224046249257198,19.982107979910715,8.885001e-22,0.665027,3.831896e-11,0.334973,1,2698397.106452542,1,0.18351920959819215,5.303193695562007,5.303193695562007,19.795158058635472,0.06006804757936512,0.03694869941891228,0.5,0.9177593710749079,0.5,0.4999999996862595,0.49999999738341194,0.49832921435299576,0.4941658629651975,0.49980719809105073,0.37729294442497197,0.3835758870796076,0.4991821189725717,0.032753046101451265,0.5,0.08779339908380127,0.49995393082548323,0.09626989954711848,0.058272243930153136,0.054712520869622853,0.0419621705746397,0.05417019471415294,0.1713666290222624,0.5,0.1015216197040445,0.2893759881997224,0.15332001852316166,0.24692062811367613,0.49998063126598846,0.3356124909450362,0.03288407888816636,0.4999809705951351,0.49997487471358953,0.0042331195996479325,0.4959150814270255,0.03367930029154518,0.09310528536041957,1
2022-04-10 17:30:00,3295.7900390625,3299.409912109375,3288.580078125,3297.93994140625,13951431.09375,480.0,-0.222401809407764,-0.005982677532932897,-0.8021514854282538,9.58747965008858e-05,2,3.960391573252534e-07,4.3400778764771245e-13,0.999999603960408,0.0,0.5765827449128088,0.04053481648688262,0.6067384536094464,0.010379107790244979,0.6330523005005889,-0.015934739100897488,0.9987078531545693,0.999636423580748,-0.0009285704261786654,1.0025795597567897,-0.7296737275167194,-3.373239929074849e-06,0.6901427142929009,-8.468659169179857e-05,0.0007416314105323923,0.29166666666666663,-3.4502326273777584e-07,-0.0012336915962192219,-0.7940531800802919,-0.04078551027696531,-0.00011813144538841414,3.6963753897601466,0.5,0.01,True,Trending,0.00259740596602188,13.903512137276786,0.6077217,0.21043965,0.1796406,0.0021980465,1,3067172.4950527796,1,0.22760852399741283,5.498548320199087,5.498548320199087,19.012481684212137,0.06006804757936512,0.03694869941891228,0.5,0.540666572888311,0.5,0.49999999876072054,0.4999999934765581,0.49832478006468595,0.4946863255904129,0.49979786107344926,0.34161908534168883,0.36562207960913373,0.4985767932287498,0.02261204956580373,0.5,0.15589902241915463,0.49999977477498936,0.09625312326484321,0.058139944060643246,0.05456193275795697,0.04196217057456215,0.053403745357287286,0.09685853193380176,0.5,0.09470918885083392,0.04418342825349552,0.10631924227962872,0.03896348480051274,0.49999902781129785,0.33521034255756343,0.0323045586209894,0.4999988183840527,0.4999979653752917,0.0042331195996479325,0.49694279528284485,0.05180564019628085,0.044089314399220675,1
