,stage_name,timestamp,input_data_shape,output_data_shape,processing_time,memory_usage_mb,geometry_metrics,model_metrics,feature_metrics,quality_metrics,performance_scores,stability_scores,integrity_scores
0,OOF_Start,2026-01-29T00:37:25.289543,"[132484, 416]",,0.0,324.640625,{},{},{},{},{},{},{}
1,TrainBatch_VOLATILITY_SPECIALIST,2026-01-29T00:39:41.889126,"[3480, 54]",,0.0,2537.640625,{},{},{},{},{},{},{}
2,TrainBatch_META_SUM_4H_COMPOSITE_DERIVED_FLOW_IMBALANCE_PROXY_OHLCV_VOLUME_SURGE_30MIN_INT,2026-01-29T00:40:00.817420,"[12719, 54]",,0.0,1152.921875,{},{},{},{},{},{},{}
3,TrainBatch_VOLATILITY_INNOVATION_SPECIALIST,2026-01-29T00:40:15.117420,"[494, 54]",,0.0,1363.546875,{},{},{},{},{},{},{}
4,TrainBatch_LIQUIDITY_SPECIALIST,2026-01-29T00:40:19.570777,"[3327, 54]",,0.0,1372.328125,{},{},{},{},{},{},{}
5,TrainBatch_MARKET_FRAGILITY_FRAGILITY_ACCEL_100_POS,2026-01-29T00:40:28.154096,"[42571, 54]",,0.0,1684.203125,{},{},{},{},{},{},{}
6,TrainBatch_DISPERSION_SPECIALIST,2026-01-29T00:41:04.856808,"[533, 54]",,0.0,2390.078125,{},{},{},{},{},{},{}
7,TrainBatch_CAUSAL_SURPRISE,2026-01-29T00:41:24.443127,"[836, 54]",,0.0,1778.921875,{},{},{},{},{},{},{}
8,TrainBatch_MEAN_REVERSION_RELAXATION_ACCEL_100_POS,2026-01-29T00:41:32.520770,"[41995, 54]",,0.0,1776.8125,{},{},{},{},{},{},{}
9,TrainBatch_VOLUME_SPECIALIST,2026-01-29T00:42:10.237267,"[3504, 54]",,0.0,2414.515625,{},{},{},{},{},{},{}
10,TrainBatch_MEAN_REVERSION_DECAY_RATE_20_POS,2026-01-29T00:42:18.194555,"[41995, 54]",,0.0,2495.625,{},{},{},{},{},{},{}
11,TrainBatch_INVENTORY_SPECIALIST,2026-01-29T00:42:52.968194,"[367, 54]",,0.0,2826.921875,{},{},{},{},{},{},{}
12,TrainBatch_INFORMATION_SPECIALIST,2026-01-29T00:42:57.176081,"[4732, 54]",,0.0,2829.40625,{},{},{},{},{},{},{}
13,TrainBatch_EXHAUSTION_SPECIALIST,2026-01-29T00:43:05.882055,"[532, 54]",,0.0,2827.984375,{},{},{},{},{},{},{}
14,TrainBatch_MOMENTUM_DECAY_SPECIALIST,2026-01-29T00:43:11.883913,"[107, 54]",,0.0,2832.078125,{},{},{},{},{},{},{}
15,TrainBatch_SURPRISE_Z_CONTINUOUS_VOL_SURPRISE_Z_100_POS,2026-01-29T00:43:16.863126,"[34111, 54]",,0.0,1979.859375,{},{},{},{},{},{},{}
16,TrainBatch_SURPRISE_Z_CONTINUOUS_VOLUME_SURPRISE_Z_20_POS,2026-01-29T00:43:50.092970,"[34111, 54]",,0.0,2444.28125,{},{},{},{},{},{},{}
17,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_100_POS,2026-01-29T00:44:22.847583,"[40386, 54]",,0.0,2657.109375,{},{},{},{},{},{},{}
18,TrainBatch_SURPRISE_Z_CONTINUOUS_RETURN_SURPRISE_Z_20_POS,2026-01-29T00:45:00.085761,"[34111, 54]",,0.0,2737.0,{},{},{},{},{},{},{}
19,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_20_POS,2026-01-29T00:45:36.052930,"[40386, 54]",,0.0,1989.625,{},{},{},{},{},{},{}
20,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_PRESSURE_20_POS,2026-01-29T00:46:13.834292,"[40386, 54]",,0.0,2605.546875,{},{},{},{},{},{},{}
