stage,rows,symbols,fraction_of_prev
side_input,81000,97,1.0
stage_a_feature_matrix,81000,97,1.0
stage_a_target_finite,71420,97,0.8817283950617284
stage_a_any_feature_finite,81000,97,1.1341360963315599
stage_a_complete_rows,71420,97,0.8817283950617284
