fold_id,seed,group,used_feature_count,split_count
0,42,location,2,2
0,42,regime,7,10
1,42,location,2,2
1,42,regime,8,10
2,42,location,2,2
2,42,regime,6,9
3,42,location,1,1
3,42,regime,9,18
4,42,location,10,69
4,42,regime,19,421
