fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon
0,42,1,,6,64,76,quantile,0.95,quantile,quantile,target_ela,3
1,42,1,,6,64,77,quantile,0.95,quantile,quantile,target_ela,3
2,42,1,,6,64,78,quantile,0.95,quantile,quantile,target_ela,3
3,42,2,,6,64,80,quantile,0.95,quantile,quantile,target_ela,3
4,42,40,,6,64,81,quantile,0.95,quantile,quantile,target_ela,3
