fold_id,seed,group,gain,split
0,42,location,0.23548699915409088,2
0,42,regime,1.484229792979022,10
1,42,location,0.05797565111424774,2
1,42,regime,0.7547315349802375,10
2,42,location,0.14405560493469238,2
2,42,regime,0.9760206362116151,9
3,42,location,0.07518590241670609,1
3,42,regime,3.2326179007068276,18
4,42,location,6.336955405861772,69
4,42,regime,36.28459855669951,421
