,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
ffd_rv_24h_06,0.06774302,0.012325084,0.37233958,63.666668,14.918296,271.70963,96.80357,22.836763,410.34415,0.04813941,0.011042936,0.20985384,5.0,0.99671733,0.99861175,1.0,0.88135594,1.0,0.0,1.5,1.1666666,0.920339,1.0
range_24h_pct,0.060741916,0.010087351,0.36576304,92.166664,7.335227,1158.0684,74.9747,10.706001,525.0519,0.03620213,0.005131868,0.25538343,2.0,0.0,0.577096,0.8927613,0.84745765,1.0,0.0,2.0,1.5,0.8528831,2.0
range_12h_pct,0.054087047,0.00789564,0.37050936,89.0,8.812869,898.7992,65.14996,9.332491,454.81088,0.03216863,0.00457932,0.22597693,3.0,0.7568396,0.59346986,0.7908259,0.8135593,1.0,0.0,3.0,1.8333334,0.788344,3.0
ffd_rv_12_05,0.05109438,0.008448603,0.30900207,65.166664,10.089874,420.88678,59.864185,18.904863,189.56607,0.03236191,0.0081475405,0.12854101,9.0,0.0,0.577096,0.744986,0.88135594,1.0,0.0,5.5,1.1666666,0.7800813,4.0
ffd_rv_24h_04,0.05258223,0.009874194,0.2800118,58.0,13.662601,246.21959,65.53765,17.492315,245.54689,0.03532078,0.008975984,0.1389884,7.0,1.0,1.0,0.767776,0.8135593,1.0,0.0,4.5,1.8333334,0.7756666,5.0
ffd_rv_12_04,0.049214084,0.0049692956,0.4873983,59.166668,4.412734,793.3164,59.33566,8.6264105,408.13272,0.029648198,0.0045708525,0.1923089,4.0,0.5871908,0.82542133,0.71618474,0.84745765,1.0,0.0,4.5,1.5,0.75576603,6.0
upside_semivariance_24,0.04334531,0.009101872,0.2064208,51.833332,9.581522,280.40375,56.28702,16.377537,193.44965,0.02883988,0.0077652796,0.10710995,11.0,0.34898877,0.69655895,0.6262903,0.86440676,1.0,0.112766795,8.5,1.3333334,0.71619976,7.0
ffd_rv_6h_06,0.044247143,0.0037007588,0.52902925,60.5,7.6757193,476.86084,58.125866,7.835121,431.21432,0.027548615,0.0035985138,0.21089989,1.0,0.20575327,0.6641099,0.64010406,0.84745765,1.0,0.0,7.5,1.5,0.71392167,8.0
ffd_rv_6h_04,0.041376337,0.004110125,0.4165327,57.0,6.2182527,522.494,48.815823,8.303667,286.9798,0.024022123,0.0037811499,0.15261559,6.0,0.0,0.577096,0.5961308,0.88135594,1.0,0.0,8.0,1.1666666,0.69821095,9.0
choppiness_index_20,0.027063787,0.0039550113,0.18519507,63.0,4.2426405,935.50226,30.509052,3.2934678,282.62076,0.015651355,0.00161911,0.15129602,8.0,0.4552982,0.0,0.3768996,0.88135594,0.5,0.0,13.0,1.1666666,0.50263375,10.0
asset_atr_level,0.032744806,0.010357672,0.103519626,90.666664,18.226965,451.00458,36.198696,10.87686,120.47095,0.018296024,0.005432656,0.06161709,15.0,0.21015343,0.577096,0.4639181,0.55932206,0.6666667,0.0,10.0,4.3333335,0.49498552,11.0
clv_mean_4,0.02747413,0.005329726,0.141626,77.166664,8.112062,734.0543,30.690798,7.32029,128.67319,0.016665306,0.0038732456,0.07170534,14.0,0.5357905,0.7591451,0.383185,0.8305085,0.33333334,0.0,13.0,1.6666666,0.4683789,12.0
