fold_id,seed,group,used_feature_count,split_count
0,42,location,14,30
0,42,regime,27,288
1,42,location,19,128
1,42,regime,29,877
2,42,location,1,1
2,42,regime,7,12
3,42,location,2,2
3,42,regime,10,21
4,42,location,21,85
4,42,regime,31,642
