feature_a,feature_b,lift,final_pair_score
mkt_rv_ratio,climax_vol_24,4.874800254295795,4.874800254295795
vw_breakout,mfe_4h,4.763702185836573,4.763702185836573
climax_vol_12,mfe_4h,4.523870170024027,4.523870170024027
mkt_rv_ratio,signed_vol,4.063115782657564,4.063115782657564
mkt_rv_ratio,tfq_dir2h_abs_prod,3.967279879074578,3.967279879074578
climax_vol_24,dir_path_short_2h,3.943208577868933,3.943208577868933
ft_2,climax_vol_24,3.2927771371480716,3.2927771371480716
vw_breakout,atr_pct,3.2579717241164974,3.2579717241164974
atr_pct,hh_count_12,3.240436701111591,3.240436701111591
vw_breakout,mfe_8h,3.1992344462054816,3.1992344462054816
mr_potential,vw_breakout,3.021896665092166,3.021896665092166
vw_breakout,ft_2,3.010543307868082,3.010543307868082
signed_vol,atr_pct,2.9881386604711295,2.9881386604711295
mkt_rv_pct,mfe_2h,2.985903626142327,2.985903626142327
mfe_4h,reversion_target_distance,2.9853614110620725,2.9853614110620725
climax_range_12,kf_atr_mean,2.974896224096669,2.974896224096669
climax_range_12,sv_imb_24,2.926531627127784,2.926531627127784
climax_range_12,delta_stall_6,2.8587039773121017,2.8587039773121017
mfe_8h,hh_count_12,2.828046569505948,2.828046569505948
reversion_target_distance,mfe_2h,2.7947210246356784,2.7947210246356784
dip_volume_profile,signed_vol,2.789611811965395,2.789611811965395
climax_range_12,vw_breakout,2.7741395290453568,2.7741395290453568
climax_vol_12,atr_pct,2.7726890321953706,2.7726890321953706
vw_breakout,mae_4h,2.770030653334055,2.770030653334055
ffd_dist_ema_fast_04,atr_pct,2.7182834497572346,2.7182834497572346
kf_atr_mean,climax_vol_24,2.638976240993465,2.638976240993465
climax_range_12,atr_pct,2.6057086002975374,2.6057086002975374
signed_vol,hh_count_12,2.5588584633790794,2.5588584633790794
signed_vol,ft_2,2.5478882037038852,2.5478882037038852
sv_imb_24,vol_high,2.5238035692211596,2.5238035692211596
climax_vol_12,mfe_2h,2.4947720400163047,2.4947720400163047
rvol_hod_base,ffd_dist_ema_fast_04,2.473025497546678,2.473025497546678
vw_breakout,mkt_rv_pct,2.4614219562257547,2.4614219562257547
sv_imb_24,atr_pct,2.4605037078557057,2.4605037078557057
meta_alignment,mkt_rv_pct,2.451733768737345,2.451733768737345
dir_path_short_2h,mfe_2h,2.426670541422322,2.426670541422322
kf_ret1h_mean,mkt_rv_pct,2.415966067910124,2.415966067910124
mfe_4h,hh_count_12,2.3680068016028986,2.3680068016028986
dip_volume_profile,climax_range_12,2.310145899676047,2.310145899676047
meta_signal_x_accel,mfe_4h,2.2986686321117027,2.2986686321117027
