,volume_kalman,moving_average,fisher,raw_price
2025-06-13 14:45:00,2538.06005859375,,,2538.06
2025-06-13 15:00:00,2540.882179132849,,,2548.91
2025-06-13 15:15:00,2545.5840365791278,,,2551.81
2025-06-13 15:30:00,2551.7251881429406,,,2556.81
2025-06-13 15:45:00,2553.467767179213,,,2551.27
2025-06-13 16:00:00,2566.3117893419503,,,2577.61
2025-06-13 16:15:00,2569.9452148568716,,,2567.51
2025-06-13 16:30:00,2567.7898422784547,,,2558.71
2025-06-13 16:45:00,2566.8429640922727,,,2561.91
2025-06-13 17:00:00,2559.7380899516543,,,2548.22
2025-06-13 17:15:00,2548.110403726547,,,2535.22
2025-06-13 17:30:00,2541.047111067056,,,2536.47
2025-06-13 17:45:00,2539.6768554641317,,,2543.19
2025-06-13 18:00:00,2533.015862192996,,,2529.5
2025-06-13 18:15:00,2525.4748539492302,,,2521.81
2025-06-13 18:30:00,2518.2615459793124,,,2516.04
2025-06-13 18:45:00,2520.4933438952953,,,2529.7
2025-06-13 19:00:00,2524.3515200359043,,,2534.21
2025-06-13 19:15:00,2525.4156226086507,,,2528.6
2025-06-13 19:30:00,2525.902746991579,2543.1580078125,,2527.6
2025-06-13 19:45:00,2526.471334982902,2542.641003417969,,2527.72
2025-06-13 20:00:00,2532.1576600275957,2542.161511230469,,2539.32
2025-06-13 20:15:00,2535.2158937215677,2541.4360107421876,,2537.3
2025-06-13 20:30:00,2543.9137523935797,2541.2250122070313,,2552.59
2025-06-13 20:45:00,2547.2550837942576,2541.0030151367187,,2546.83
2025-06-13 21:00:00,2548.8302844136456,2539.4330078125,,2546.21
2025-06-13 21:15:00,2552.9293015268545,2538.772509765625,,2554.3
2025-06-13 21:30:00,2554.82190258993,2538.4865112304688,2.2975599250672945,2552.99
2025-06-13 21:45:00,2556.1331580433794,2538.0905151367188,2.2975599250672945,2553.99
2025-06-13 22:00:00,2559.87731439528,2538.7395141601564,2.2975599250672945,2561.2
2025-06-13 22:15:00,2562.329792179237,2540.0685180664063,0.9042669869685839,2561.8
2025-06-13 22:30:00,2563.4750308408643,2541.313024902344,0.7130286854436126,2561.36
2025-06-13 22:45:00,2568.5439719713745,2542.7485229492186,1.8953823636757292,2571.9
2025-06-13 23:00:00,2570.535044809717,2544.743518066406,1.618606707779086,2569.4
2025-06-13 23:15:00,2573.8712610812468,2547.3845092773436,2.2975599250672945,2574.63
2025-06-13 23:30:00,2578.442660794953,2550.6070068359377,1.360191698319717,2580.49
2025-06-13 23:45:00,2580.586444496805,2553.081506347656,1.4319742441909793,2579.19
2025-06-14 00:00:00,2576.326586744134,2554.7755126953125,0.3565297524843274,2568.09
2025-06-14 00:15:00,2571.4093047666515,2556.5750122070312,0.41136417745514103,2564.59
2025-06-14 00:30:00,2569.3063396970856,2558.5625122070314,0.4968819761722497,2567.35
2025-06-14 00:45:00,2565.854008490674,2560.3080078125,0.19653132738591964,2562.63
2025-06-14 01:00:00,2559.229114646636,2561.005505371094,0.02800719506247077,2553.27
2025-06-14 01:15:00,2557.6347794917388,2562.1150024414064,0.13652643476280993,2559.49
2025-06-14 01:30:00,2558.4020584425266,2562.6260009765624,0.055403161325250305,2562.81
2025-06-14 01:45:00,2557.1584331073914,2563.1704956054687,-0.061768604176767265,2557.72
2025-06-14 02:00:00,2557.7821118128454,2563.879992675781,0.0024715058330586266,2560.4
2025-06-14 02:15:00,2557.375900640467,2564.071984863281,-0.2657453609687036,2558.14
2025-06-14 02:30:00,2554.9072293361237,2564.0669799804687,-0.5065229607197327,2552.89
2025-06-14 02:45:00,2554.1594499570115,2564.109484863281,-1.307664262409997,2554.84
2025-06-14 03:00:00,2553.070155169153,2563.7059814453123,-2.2975599250672945,2553.13
2025-06-14 03:15:00,2554.4087164517346,2563.4829833984377,-1.2701629030414923,2557.34
2025-06-14 03:30:00,2553.895231603836,2563.106982421875,-0.7811858118084524,2553.84
2025-06-14 03:45:00,2551.3395738665968,2561.949987792969,-0.8598095403341844,2548.76
2025-06-14 04:00:00,2550.994521547498,2561.0734985351564,-0.8410265767851085,2551.87
2025-06-14 04:15:00,2551.8163010187877,2560.0465087890625,-0.5511351526952951,2554.09
2025-06-14 04:30:00,2552.5818330249645,2558.7320068359377,-0.2531068716854613,2554.2
2025-06-14 04:45:00,2552.2108578399198,2557.3650146484374,-0.5197894225987201,2551.85
2025-06-14 05:00:00,2550.268947826822,2556.3705078125,-0.7995893146628771,2548.2
2025-06-14 05:15:00,2549.783354037638,2555.641003417969,-0.5227591857901359,2550.0
2025-06-14 05:30:00,2551.036588511263,2554.9484985351564,-0.4943234882798313,2553.5
2025-06-14 05:45:00,2551.522645361138,2554.431005859375,-0.4597991119948327,2552.28
2025-06-14 06:00:00,2551.565736175046,2554.3460083007812,-0.31863692735950155,2551.57
2025-06-14 06:15:00,2548.592510117601,2553.6325073242188,-0.5435088042670914,2545.22
2025-06-14 06:30:00,2547.5828215514407,2552.852001953125,-0.41086201721829296,2547.2
2025-06-14 06:45:00,2545.327557997485,2552.1425048828123,-0.48423131002759817,2543.53
2025-06-14 07:00:00,2541.032724033318,2550.998010253906,-0.6252856477833765,2537.51
2025-06-14 07:15:00,2537.380110453327,2549.865515136719,-0.4588330396885907,2535.49
2025-06-14 07:30:00,2537.769427910312,2549.301025390625,-0.05107297275428344,2541.6
2025-06-14 07:45:00,2536.671355765232,2548.4340209960938,-0.3723533702260257,2537.5
2025-06-14 08:00:00,2532.1593500455347,2547.2205322265627,-1.437038341173888,2528.86
2025-06-14 08:15:00,2531.498927993695,2546.038525390625,-0.39831922166798206,2533.7
2025-06-14 08:30:00,2532.486119036456,2545.1560180664064,0.07419846539844753,2536.19
2025-06-14 08:45:00,2533.231059318468,2544.5025146484377,-0.09006682340453352,2535.69
2025-06-14 09:00:00,2531.5163944788032,2543.4175048828124,-0.9343601297076571,2530.17
2025-06-14 09:15:00,2530.5666396383613,2542.2390014648436,-0.7270147233304464,2530.52
2025-06-14 09:30:00,2529.5590017800196,2541.0010009765624,-0.7720450672044555,2529.44
2025-06-14 09:45:00,2525.957296458458,2539.55849609375,-0.7901568424397378,2523.0
2025-06-14 10:00:00,2525.5875013953855,2538.504504394531,-0.6990138214796939,2527.12
2025-06-14 10:15:00,2526.9795256173616,2537.5285034179688,-0.06863102978355053,2530.48
2025-06-14 10:30:00,2527.8794160411067,2536.3430053710936,0.3513536498461576,2529.79
2025-06-14 10:45:00,2529.151921246622,2535.2840087890627,0.6815075394526355,2531.1
2025-06-14 11:00:00,2531.3805530901836,2534.390002441406,0.33608719376616897,2533.69
2025-06-14 11:15:00,2533.5349946040938,2533.90400390625,1.0350339216400617,2535.5
2025-06-14 11:30:00,2533.285415359049,2533.113000488281,2.2975599250672945,2531.38
2025-06-14 11:45:00,2536.0342807922093,2532.8625,2.2975599250672945,2538.52
2025-06-14 12:00:00,2535.735394202236,2532.68349609375,0.5866267771742776,2533.93
2025-06-14 12:15:00,2534.686669312473,2532.525,0.4889564400645912,2532.32
2025-06-14 12:30:00,2532.9258875520036,2531.964489746094,0.8535158952176716,2530.39
2025-06-14 12:45:00,2534.3611499080343,2531.921484375,2.2975599250672945,2536.64
2025-06-14 13:00:00,2537.4183314332913,2532.5134765625,2.2975599250672945,2540.7
2025-06-14 13:15:00,2538.2743850533184,2532.7334838867187,2.2975599250672945,2538.1
2025-06-14 13:30:00,2535.5759113277513,2532.473486328125,0.47222783034543747,2530.99
2025-06-14 13:45:00,2535.1763223606,2532.423486328125,0.4930524835494821,2534.69
2025-06-14 14:00:00,2534.40582663225,2532.5889892578125,0.46094499296540925,2533.48
2025-06-14 14:15:00,2533.900704464691,2532.7429931640627,0.390331680070375,2533.6
2025-06-14 14:30:00,2531.318804071124,2532.7154907226563,0.00923370667169417,2528.89
