,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
adx_di_minus_7,0.025515985,0.009914663,0.06566694,27.5,6.726812,112.42324,496.09692,214.14421,1149.2823,0.07339453,0.03172736,0.16978271,0.3363502,0.118445426,0.9551357,3.0,1.0,0.991511,1.0,0.79027355,0.8333333,0.0,1.0,11.5,0.87256837,1.0
compression_score,0.016036285,0.0036058978,0.071317166,32.333332,1.9720266,530.1371,314.45618,97.53017,1013.8677,0.04280287,0.012794592,0.1431922,0.22937109,0.05954617,0.8835345,2.0,0.0,0.5867634,0.6217871,0.9604863,1.0,0.0,4.0,2.1666667,0.7321044,2.0
adx_di_minus_10,0.019134767,0.008223712,0.04452239,18.5,4.924429,69.50044,347.4978,172.74655,699.0282,0.05215448,0.025189925,0.10798324,0.24897397,0.12373068,0.50099164,8.0,0.0,0.7515767,0.74540764,0.6869301,0.8333333,0.0,3.0,17.166666,0.70670676,3.0
G_VOL,0.012525221,0.0015967774,0.09824862,43.5,7.29726,259.30966,263.0144,63.344177,1092.0747,0.033347122,0.008297405,0.13402149,0.18994863,0.022359887,1.6136255,1.0,0.0,0.0,0.48170564,0.96960485,1.0,0.0,7.0,1.6666666,0.65733933,4.0
decel_4,0.013933344,0.004813348,0.040333267,33.0,5.859465,185.85313,250.09944,91.523865,683.42535,0.0354784,0.013319605,0.094501056,0.18596576,0.066262044,0.5219167,10.0,0.0,0.67479265,0.5378857,0.83890575,1.0,0.0,10.0,8.833333,0.6555636,5.0
second_leg_accel_vol_1h,0.014963239,0.0040156986,0.055755813,23.166666,5.2730975,101.77973,257.3167,92.856926,713.05273,0.038557675,0.014532862,0.1022988,0.18115216,0.05767475,0.56898564,6.0,0.048194923,0.33206972,0.5789756,0.8358663,0.8333333,0.0,7.5,9.0,0.6524032,6.0
vp_in_lvn_above_zone,0.012661008,0.002868538,0.055882517,29.5,3.354102,259.45844,252.7749,77.23452,827.2875,0.03327297,0.010958263,0.10102791,0.1799034,0.043987248,0.73578674,5.0,0.0,0.66277796,0.48712313,0.8966565,1.0,0.0,5.5,5.6666665,0.64208186,7.0
vol_shock_asym_8_24,0.01297817,0.0028152803,0.05982811,27.166666,3.4840908,211.82794,221.32661,72.56589,675.0482,0.032332487,0.0106010195,0.09861219,0.16206469,0.044978675,0.58394265,7.0,0.54309,0.8540215,0.499777,0.81155014,0.8333333,0.0,9.0,10.333333,0.60276484,8.0
range_norm_24,0.010281175,0.001487791,0.07104665,26.166666,2.7335365,250.47934,170.05449,39.15297,738.60376,0.025375834,0.0053773955,0.119748116,0.12386184,0.017620597,0.87067175,4.0,0.727329,0.76386553,0.3921746,0.81155014,1.0,0.0,25.0,10.333333,0.5685836,9.0
trend_z_t,0.010442775,0.0022601902,0.048248835,21.833334,4.0585985,117.452965,178.69968,48.64251,656.4952,0.027110774,0.007069032,0.10397378,0.13042408,0.03059773,0.55593795,9.0,0.95650715,1.0,0.39862198,0.79635257,0.8333333,0.0,22.0,11.166667,0.54333025,10.0
compression_score_G_VOL_1,0.011509181,0.007276871,0.01820305,30.833334,8.473816,112.19201,183.86372,63.48885,532.4694,0.025039075,0.00867026,0.072311014,0.1549525,0.11113344,0.21604905,33.0,0.0,0.7960343,0.44116852,0.7386018,0.6666667,0.0,31.5,14.333333,0.52729315,11.0
asym_ft,0.01042285,0.0031288841,0.034720305,21.333334,1.9720266,230.78346,201.5441,66.292984,612.7348,0.027431104,0.009480142,0.07937281,0.14136243,0.038951837,0.5130268,14.0,0.0,0.87126756,0.39782703,0.7234042,0.8333333,0.0,14.5,15.166667,0.52465594,12.0
climax,0.010306444,0.003061599,0.034695197,30.666666,6.497863,144.73135,178.3834,67.79833,469.34256,0.026391888,0.009781153,0.07121162,0.12738611,0.031100208,0.5217721,19.0,0.015228244,0.5902216,0.39318275,0.6899696,0.8333333,0.0,21.5,17.0,0.5137429,13.0
climax_range_24,0.009008392,0.0022639586,0.03584479,26.0,4.618802,146.35829,158.92519,43.902817,575.2983,0.021754643,0.005942889,0.07963543,0.1154972,0.021445988,0.6220093,13.0,0.0,0.8536649,0.3413942,0.70212764,0.8333333,0.0,32.0,16.333334,0.4882987,14.0
loc_vwap_dev_z_24,0.009935243,0.0024867675,0.039693724,24.0,5.2915025,108.85377,169.99341,58.724335,492.0917,0.025417395,0.008933339,0.0723183,0.12744382,0.046596855,0.34856272,15.0,0.33229524,0.87126756,0.3783729,0.6899696,0.6666667,0.0,24.0,17.0,0.4805975,15.0
atr_percentile,0.008945378,0.0024050782,0.03327117,31.666666,4.027682,248.97144,171.2174,35.375107,828.7014,0.02219472,0.0046395557,0.106175184,0.13088514,0.04505819,0.3801954,12.0,0.03650677,0.8781754,0.3388801,0.7051672,0.6666667,0.0,28.5,16.166666,0.46267587,16.0
loc_session_pos_24,0.00811478,0.0015773528,0.04174694,23.0,5.033223,105.10164,137.66586,29.627844,639.6649,0.0206463,0.004861082,0.0876903,0.101357155,0.019588744,0.52444774,11.0,0.1583715,0.87126756,0.30574164,0.7720365,0.6666667,0.0,34.0,12.5,0.46116704,17.0
vp_dist_lvn_below_atr,0.008940615,0.003693319,0.021643024,17.5,2.291288,133.65846,180.193,79.028275,410.8595,0.024675839,0.011606014,0.052463926,0.12611231,0.050350256,0.31587353,36.5,0.0,0.768827,0.33869007,0.5379939,0.8333333,0.0,31.0,25.333334,0.445778,18.0
