regime_families_combo,count
trend|volatility,3436
volatility,270
trend|volatility|volatility_term_structure,242
trend,72
compression|trend|volatility,28
volatility|volatility_term_structure,15
trend|volatility_term_structure,15
compression|volatility,2
,1
