fold_id,seed,group,gain,split
0,42,location,38.233418,618.0
0,42,regime,188.10832,2703.0
1,42,location,5.748992,16.0
1,42,regime,20.98921,48.0
2,42,location,25.777575,114.0
2,42,regime,105.29169,582.0
