fold_id,seed,feature_name,group,regime_family,gain,split
0,42,reg_atr_change_rate_ts_top20,regime,volatility,10.089282,4.0
0,42,reg_atr_change_rate_ts_top30,regime,volatility,0.7634521,4.0
0,42,loc_dist_ema20_atr_ts_top30,location,,0.24569,1.0
0,42,reg_atr_change_rate_ts_top40,regime,volatility,1.688731,4.0
0,42,reg_atr_change_rate_ts_bot40,regime,volatility,3.79795,1.0
0,42,reg_atr_change_rate_ts_top50,regime,volatility,1.9740003,8.0
0,42,reg_atr_change_rate_ts_bot50,regime,volatility,0.5310383,2.0
0,42,reg_atr_change_rate_ts_top60,regime,volatility,0.9640369,5.0
0,42,loc_dist_ema20_atr_ts_top60,location,,1.015425,2.0
0,42,reg_atr_change_rate_ts_top70,regime,volatility,0.9959435,5.0
0,42,loc_dist_ema20_atr_ts_bot70,location,,0.94407284,2.0
0,42,reg_atr_change_rate_ts_bot80,regime,volatility,0.3368767,2.0
0,42,loc_dist_ema20_atr_ts_bot80,location,,0.722824,1.0
0,42,reg_atr_change_rate_ts_band20_80,regime,volatility,3.97679,2.0
0,42,reg_atr_change_rate_ts_band25_75,regime,volatility,3.6980615,6.0
0,42,loc_dist_ema20_atr_ts_band25_75,location,,1.582858,4.0
0,42,reg_atr_change_rate_ts_band30_70,regime,volatility,2.238234,2.0
0,42,reg_atr_percentile_ts_top20,regime,compression,1.68225,1.0
0,42,reg_ema20_gt_ema50_raw,regime,trend,12.76167,6.0
1,42,reg_atr_change_rate_ts_top20,regime,volatility,15.788864,24.0
1,42,loc_dist_ema20_atr_ts_top20,location,,0.64535564,2.0
1,42,reg_atr_change_rate_ts_top30,regime,volatility,2.2909844,21.0
1,42,loc_dist_ema20_atr_ts_top30,location,,0.31695035,3.0
1,42,reg_atr_change_rate_ts_bot30,regime,volatility,0.236075,1.0
1,42,loc_dist_ema20_atr_ts_bot30,location,,0.00218392,2.0
1,42,reg_atr_change_rate_ts_top40,regime,volatility,2.2501442,18.0
1,42,loc_dist_ema20_atr_ts_top40,location,,0.26046538,4.0
1,42,loc_dist_ema20_atr_ts_bot40,location,,0.0317956,1.0
1,42,reg_atr_change_rate_ts_top50,regime,volatility,9.289811,39.0
1,42,loc_dist_ema20_atr_ts_top50,location,,2.5690978,8.0
1,42,reg_atr_change_rate_ts_bot50,regime,volatility,0.9558097,4.0
1,42,reg_atr_change_rate_ts_top60,regime,volatility,4.151691,29.0
1,42,loc_dist_ema20_atr_ts_top60,location,,2.056728,18.0
1,42,reg_atr_change_rate_ts_bot60,regime,volatility,0.1531393,4.0
1,42,reg_atr_change_rate_ts_top70,regime,volatility,38.88461,23.0
1,42,loc_dist_ema20_atr_ts_top70,location,,8.781506,4.0
1,42,reg_atr_change_rate_ts_bot70,regime,volatility,2.5748,2.0
1,42,loc_dist_ema20_atr_ts_bot70,location,,3.64038,1.0
1,42,reg_atr_change_rate_ts_bot80,regime,volatility,1.3169329,17.0
1,42,loc_dist_ema20_atr_ts_bot80,location,,1.4320157,9.0
1,42,reg_atr_change_rate_ts_band20_80,regime,volatility,0.87851715,8.0
1,42,reg_atr_change_rate_ts_band25_75,regime,volatility,19.800655,34.0
1,42,loc_dist_ema20_atr_ts_band25_75,location,,10.533898,19.0
1,42,reg_atr_change_rate_ts_band30_70,regime,volatility,0.865022,1.0
1,42,loc_dist_ema20_atr_ts_band30_70,location,,0.0218117,1.0
1,42,loc_dist_ema50_atr_ts_top20,location,,1.4442,1.0
1,42,reg_atr_compression_ratio_ts_top50,regime,volatility_term_structure,0.5056011,2.0
1,42,reg_atr_compression_ratio_ts_top70,regime,volatility_term_structure,2.71473,1.0
1,42,reg_atr_compression_ratio_ts_band25_75,regime,volatility_term_structure,0.1301849,2.0
1,42,loc_dist_ema50_atr_ts_band25_75,location,,0.7130673,4.0
1,42,loc_dist_ema50_atr_ts_band30_70,location,,0.0218946,1.0
1,42,reg_ema20_gt_ema50_raw,regime,trend,35.611748,34.0
1,42,reg_ema50_gt_ema200_raw,regime,trend,3.001702,3.0
1,42,reg_price_lt_ema200_raw,regime,trend,1.2430006,2.0
2,42,reg_atr_change_rate_ts_top20,regime,volatility,43.193657,278.0
2,42,loc_dist_ema20_atr_ts_top20,location,,8.591159,73.0
2,42,reg_atr_change_rate_ts_top30,regime,volatility,23.847729,289.0
2,42,loc_dist_ema20_atr_ts_top30,location,,5.842124,83.0
2,42,reg_atr_change_rate_ts_bot30,regime,volatility,3.7346642,26.0
2,42,loc_dist_ema20_atr_ts_bot30,location,,0.7601533,7.0
2,42,reg_atr_change_rate_ts_top40,regime,volatility,29.718426,273.0
2,42,loc_dist_ema20_atr_ts_top40,location,,6.902171,79.0
2,42,reg_atr_change_rate_ts_bot40,regime,volatility,3.4322746,31.0
2,42,loc_dist_ema20_atr_ts_bot40,location,,3.9686613,7.0
2,42,reg_atr_change_rate_ts_top50,regime,volatility,46.054672,435.0
2,42,loc_dist_ema20_atr_ts_top50,location,,14.794438,135.0
2,42,reg_atr_change_rate_ts_bot50,regime,volatility,6.4779916,41.0
2,42,loc_dist_ema20_atr_ts_bot50,location,,0.86410546,12.0
2,42,reg_atr_change_rate_ts_top60,regime,volatility,42.086285,456.0
2,42,loc_dist_ema20_atr_ts_top60,location,,14.450195,123.0
2,42,reg_atr_change_rate_ts_bot60,regime,volatility,3.386956,40.0
2,42,loc_dist_ema20_atr_ts_bot60,location,,0.65724623,7.0
2,42,reg_atr_change_rate_ts_top70,regime,volatility,132.95139,355.0
2,42,loc_dist_ema20_atr_ts_top70,location,,34.74186,94.0
2,42,reg_atr_change_rate_ts_bot70,regime,volatility,3.8884435,29.0
2,42,loc_dist_ema20_atr_ts_bot70,location,,5.1590524,6.0
2,42,reg_atr_change_rate_ts_bot80,regime,volatility,45.416702,257.0
2,42,loc_dist_ema20_atr_ts_bot80,location,,24.069506,86.0
