feature,symbol,finite_row_count,finite_row_pct_within_symbol
atr_change_rate,0G/USDT,2160,1.0
atr_change_rate,BERA/USDT,2160,1.0
atr_change_rate,JOE/USDT,2160,1.0
atr_change_rate,LISTA/USDT,2160,1.0
atr_change_rate,PHB/USDT,2160,1.0
atr_change_rate,BREV/USDT,1800,1.0
atr_change_rate,DCR/USDT,1800,1.0
atr_change_rate,HBAR/USDT,1800,1.0
atr_change_rate,KNC/USDT,1800,1.0
atr_change_rate,LUNC/USDT,1800,1.0
atr_change_rate,MANTA/USDT,1800,1.0
atr_change_rate,MITO/USDT,1800,1.0
atr_change_rate,ATA/USDT,1440,1.0
atr_change_rate,BAT/USDT,1440,1.0
atr_change_rate,D/USDT,1440,1.0
atr_change_rate,ENA/USDT,1440,1.0
atr_change_rate,ENSO/USDT,1440,1.0
atr_change_rate,MOVR/USDT,1440,1.0
atr_change_rate,OM/USDT,1440,1.0
atr_change_rate,PUNDIX/USDT,1440,1.0
atr_change_rate,1000SATS/USDT,1080,1.0
atr_change_rate,A2Z/USDT,1080,1.0
atr_change_rate,ALICE/USDT,1080,1.0
atr_change_rate,AR/USDT,1080,1.0
atr_change_rate,ARB/USDT,1080,1.0
atr_change_rate,ARPA/USDT,1080,1.0
atr_change_rate,AT/USDT,1080,1.0
atr_change_rate,ATM/USDT,1080,1.0
atr_change_rate,ATOM/USDT,1080,1.0
atr_change_rate,AUDIO/USDT,1080,1.0
atr_change_rate,BANANA/USDT,1080,1.0
atr_change_rate,BB/USDT,1080,1.0
atr_change_rate,BCH/USDT,1080,1.0
atr_change_rate,BFUSD/USDT,1080,1.0
atr_change_rate,BIO/USDT,1080,1.0
atr_change_rate,CELO/USDT,1080,1.0
atr_change_rate,COW/USDT,1080,1.0
atr_change_rate,DOLO/USDT,1080,1.0
atr_change_rate,DYDX/USDT,1080,1.0
atr_change_rate,EDEN/USDT,1080,1.0
atr_change_rate,EPIC/USDT,1080,1.0
atr_change_rate,EUL/USDT,1080,1.0
atr_change_rate,FET/USDT,1080,1.0
atr_change_rate,GLM/USDT,1080,1.0
atr_change_rate,GNS/USDT,1080,1.0
atr_change_rate,GUN/USDT,1080,1.0
atr_change_rate,HEMI/USDT,1080,1.0
atr_change_rate,HIGH/USDT,1080,1.0
atr_change_rate,HMSTR/USDT,1080,1.0
atr_change_rate,IO/USDT,1080,1.0
atr_change_rate,IOTX/USDT,1080,1.0
atr_change_rate,JTO/USDT,1080,1.0
atr_change_rate,JUV/USDT,1080,1.0
atr_change_rate,KAITO/USDT,1080,1.0
atr_change_rate,LRC/USDT,1080,1.0
atr_change_rate,ME/USDT,1080,1.0
atr_change_rate,METIS/USDT,1080,1.0
atr_change_rate,MIRA/USDT,1080,1.0
atr_change_rate,MLN/USDT,1080,1.0
atr_change_rate,NEAR/USDT,1080,1.0
atr_change_rate,NXPC/USDT,1080,1.0
atr_change_rate,OP/USDT,1080,1.0
atr_change_rate,OXT/USDT,1080,1.0
atr_change_rate,PEPE/USDT,1080,1.0
atr_change_rate,PIVX/USDT,1080,1.0
atr_change_rate,1INCH/USDT,720,1.0
atr_change_rate,ACM/USDT,720,1.0
atr_change_rate,ACX/USDT,720,1.0
atr_change_rate,ANIME/USDT,720,1.0
atr_change_rate,ANKR/USDT,720,1.0
atr_change_rate,ASTER/USDT,720,1.0
atr_change_rate,AVA/USDT,720,1.0
atr_change_rate,BABY/USDT,720,1.0
atr_change_rate,BANANAS31/USDT,720,1.0
atr_change_rate,BAND/USDT,720,1.0
