feature_a,feature_b,lift,final_pair_score
f_34,f_42,9.271489037020997,7.417191229616797
f_15,f_28,7.529880100069475,6.02390408005558
f_34,f_36,7.113364617494565,5.690691693995652
f_5,f_36,6.149462419031526,4.919569935225221
f_5,f_43,5.546738493656325,4.437390794925061
f_32,f_42,5.001593661237903,4.001274928990322
f_15,f_35,4.819736009683036,3.8557888077464293
f_22,f_34,4.785643070787637,3.82851445663011
f_20,f_42,4.730667831237283,3.7845342649898264
f_7,f_34,4.701643613051197,3.761314890440958
f_42,f_43,4.406713303928832,3.525370643143066
f_11,f_32,4.314550142786012,3.45164011422881
f_15,f_20,4.273810360326525,3.4190482882612203
f_33,f_36,4.252336112398627,3.4018688899189016
f_32,f_37,4.000460304009875,3.2003682432079006
f_22,f_40,3.9863287145687956,3.1890629716550367
f_34,f_43,3.9713978541175115,3.1771182832940092
f_17,f_21,3.942541171040645,3.1540329368325164
f_19,f_43,3.8815461448550383,3.105236915884031
f_29,f_36,3.7280105710077134,2.982408456806171
f_28,f_37,3.633911219816329,2.9071289758530634
f_29,f_34,3.6299501791504296,2.9039601433203437
f_2,f_34,3.619490590698151,2.895592472558521
f_5,f_37,3.571187627650975,2.85695010212078
f_29,f_43,3.5327461767656194,2.826196941412496
f_15,f_41,3.5232236247314956,2.8185788997851966
f_5,f_28,3.5178406446255863,2.8142725157004693
f_24,f_34,3.416283178834747,2.7330265430677976
f_25,f_37,3.4082544453973367,2.7266035563178694
f_19,f_22,3.3648279841647195,2.691862387331776
f_19,f_29,3.2996411954077685,2.639712956326215
f_5,f_15,3.23443523276783,2.587548186214264
f_7,f_28,3.161302187700341,2.529041750160273
f_10,f_36,3.1403776057824686,2.512302084625975
f_32,f_43,3.0623161939755135,2.449852955180411
f_11,f_22,3.0611373880980617,2.4489099104784495
f_13,f_15,3.0536663387499403,2.4429330709999526
f_13,f_41,3.0530782457436745,2.4424625965949396
f_14,f_34,3.017709831710756,2.4141678653686047
f_17,f_35,2.968030973233188,2.3744247785865507
f_28,f_29,2.931323489638567,2.3450587917108536
f_22,f_37,2.9183942082343646,2.3347153665874916
f_41,f_42,2.9039139027706518,2.3231311222165214
f_19,f_34,2.8971092089188724,2.317687367135098
f_25,f_28,2.893479369738611,2.314783495790889
f_40,f_41,2.879405285563431,2.303524228450745
f_2,f_43,2.878532402887727,2.302825922310182
f_27,f_37,2.8382381996201484,2.2705905596961187
