canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_rolling_7d_high>0.17576702)|(mkt_ret_eq_24h<=0.00000000000000000000000000000000001&prior_range<=0.17605987&rv_24h<=-0.27280733),4,4,location|regime,context|cross_asset|volatility,context,context|cross_asset|volatility
(*)|(dist_rolling_7d_high>0.17576702)|(mkt_ret_eq_24h<=0.00000000000000000000000000000000001&prior_range<=0.17605987&rv_24h>-0.27280733),4,4,location|regime,context|cross_asset|volatility,context,context|cross_asset|volatility
(*)|(*)|(mark_index_basis>0.000017397871&mkt_ret_eq_24h>0.00000000000000000000000000000000001&prior_range<=0.17605987),3,3,regime,context|cross_asset|mark_index,,context|cross_asset|mark_index
(*)|(*)|(atr_percentile<=0.60845304&ema_slope_norm<=-0.21086979&prior_range>0.17605987),3,3,regime,compression|context|trend,,compression|context|trend
(*)|(*)|(atr_percentile>0.60845304&ema_slope_norm<=-0.21086979&prior_range>0.17605987),3,3,regime,compression|context|trend,,compression|context|trend
(*)|(*)|(ema_slope_norm>-0.21086979&prior_range>0.17605987&return_autocorr_48<=0.15950958),3,3,regime,context|momentum|trend,,context|momentum|trend
(*)|(*)|(mkt_ret_eq_24h<=-0.84425598&prior_range<=0.22484604&range_24h_pct>0.030429661),3,3,regime,compression|context|cross_asset,,compression|context|cross_asset
(*)|(*)|(compression_ratio>-0.33739042&mkt_ret_eq_24h>-0.84425598&prior_range<=0.22484604&range_24h_pct>0.030429661&up_down_return_mass_ratio_tanh<=-0.25101009),5,5,regime,compression|context|cross_asset|path_structure|volatility_term_structure,,compression|context|cross_asset|path_structure|volatility_term_structure
(*)|(*)|(compression_ratio>-0.33739042&mkt_ret_eq_24h>-0.84425598&prior_range<=0.22484604&range_24h_pct>0.030429661&up_down_return_mass_ratio_tanh>-0.25101009),5,5,regime,compression|context|cross_asset|path_structure|volatility_term_structure,,compression|context|cross_asset|path_structure|volatility_term_structure
(*)|(dist_prior_day_high<=0.077268928)|(prior_range>0.22484604&return_autocorr_48<=0.042101402),3,3,location|regime,context|momentum,context,context|momentum
(*)|(dist_prior_day_high>0.077268928)|(prior_range>0.22484604),2,2,location|regime,context,context,context
(*)|(loc_ema_stack_pos_48<=0.51775736)|(volume_autocorr_48>0.010101878&xasset_mkt_ob_stress<=18.766632),3,3,location|regime,cross_asset_orderbook|liquidity,trend,cross_asset_orderbook|liquidity|trend
(*)|(*)|(prior_range<=-0.0098305522&rv_24h<=-0.64759648&xasset_mkt_ob_stress>18.766632),3,3,regime,context|cross_asset_orderbook|volatility,,context|cross_asset_orderbook|volatility
(*)|(dist_ema200_atr<=-0.025382275)|(prior_range<=-0.0098305522&rv_24h>-0.64759648&xasset_mkt_ob_stress>18.766632),4,4,location|regime,context|cross_asset_orderbook|volatility,context,context|cross_asset_orderbook|volatility
(*)|(dist_rolling_7d_high<=0.26426539)|(ema50_slope<=0.033363491&prior_range>-0.0098305522&prior_volatility>0.080814607&xasset_mkt_ob_stress>18.766632),5,5,location|regime,context|cross_asset_orderbook|trend,context,context|cross_asset_orderbook|trend
(*)|(dist_rolling_7d_high>0.26426539)|(prior_range>-0.0098305522&xasset_mkt_ob_stress>18.766632),3,3,location|regime,context|cross_asset_orderbook,context,context|cross_asset_orderbook
(*)|(*)|(atr_percentile<=1.0520267&mark_index_basis_z>-0.072244473&prior_range<=-0.36462322&volume_zscore_48h<=-0.41811848),4,4,regime,compression|context|liquidity|mark_index,,compression|context|liquidity|mark_index
(*)|(*)|(atr_percentile>1.0520267&prior_range<=-0.36462322),2,2,regime,compression|context,,compression|context
(*)|(*)|(prior_range>-0.36462322&prior_volatility<=0.24591498&up_down_semivol_ratio_tanh>0.14741528),3,3,regime,context|path_structure,,context|path_structure
(*)|(dist_weekly_vwap<=-0.072239995)|(prior_range>-0.36462322&prior_volatility>0.24591498),3,3,location|regime,context,context,context
