,stage_name,timestamp,input_data_shape,output_data_shape,processing_time,memory_usage_mb,geometry_metrics,model_metrics,feature_metrics,quality_metrics,performance_scores,stability_scores,integrity_scores
0,Start,2026-01-30T09:03:39.797838,"[0, 0]",,0.0,725.375,{},{},{},{},{},{},{}
1,OOF_Start,2026-01-30T09:53:43.302196,"[132484, 752]",,0.0,1217.21875,{},{},{},{},{},{},{}
2,TrainBatch_VOLATILITY_SPECIALIST,2026-01-30T10:00:46.458408,"[3480, 1059]",,0.0,640.0,{},{},{},{},{},{},{}
3,TrainBatch_META_SUM_4H_COMPOSITE_DERIVED_FLOW_IMBALANCE_PROXY_OHLCV_VOLUME_SURGE_30MIN_INT,2026-01-30T10:02:56.853079,"[12719, 1059]",,0.0,1342.90625,{},{},{},{},{},{},{}
4,TrainBatch_VOLATILITY_INNOVATION_SPECIALIST,2026-01-30T10:03:36.398281,"[494, 1059]",,0.0,952.921875,{},{},{},{},{},{},{}
5,TrainBatch_LIQUIDITY_SPECIALIST,2026-01-30T10:03:50.022328,"[3327, 1059]",,0.0,548.9375,{},{},{},{},{},{},{}
6,TrainBatch_MARKET_FRAGILITY_FRAGILITY_ACCEL_100_POS,2026-01-30T10:04:38.486793,"[42571, 1059]",,0.0,1542.890625,{},{},{},{},{},{},{}
7,TrainBatch_DISPERSION_SPECIALIST,2026-01-30T10:06:49.743960,"[533, 1059]",,0.0,538.6875,{},{},{},{},{},{},{}
8,TrainBatch_CAUSAL_SURPRISE,2026-01-30T10:07:54.920093,"[836, 1059]",,0.0,1098.0,{},{},{},{},{},{},{}
9,TrainBatch_MEAN_REVERSION_RELAXATION_ACCEL_100_POS,2026-01-30T10:08:10.560675,"[41995, 1059]",,0.0,2102.859375,{},{},{},{},{},{},{}
10,TrainBatch_VOLUME_SPECIALIST,2026-01-30T10:10:31.724078,"[3504, 1059]",,0.0,802.46875,{},{},{},{},{},{},{}
11,TrainBatch_MEAN_REVERSION_DECAY_RATE_20_POS,2026-01-30T10:11:23.883944,"[41995, 1059]",,0.0,1143.65625,{},{},{},{},{},{},{}
12,TrainBatch_INVENTORY_SPECIALIST,2026-01-30T10:13:25.045474,"[367, 1059]",,0.0,1106.296875,{},{},{},{},{},{},{}
13,TrainBatch_INFORMATION_SPECIALIST,2026-01-30T10:13:38.425038,"[4732, 1059]",,0.0,1257.375,{},{},{},{},{},{},{}
14,TrainBatch_EXHAUSTION_SPECIALIST,2026-01-30T10:14:00.937863,"[532, 1059]",,0.0,890.859375,{},{},{},{},{},{},{}
15,TrainBatch_MOMENTUM_DECAY_SPECIALIST,2026-01-30T10:14:12.014589,"[123, 1059]",,0.0,777.140625,{},{},{},{},{},{},{}
16,TrainBatch_SURPRISE_Z_CONTINUOUS_VOL_SURPRISE_Z_100_POS,2026-01-30T10:14:21.391053,"[35060, 1059]",,0.0,1825.4375,{},{},{},{},{},{},{}
17,TrainBatch_SURPRISE_Z_CONTINUOUS_VOLUME_SURPRISE_Z_20_POS,2026-01-30T10:15:07.964394,"[35060, 1059]",,0.0,2247.0625,{},{},{},{},{},{},{}
18,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_100_POS,2026-01-30T10:15:58.302749,"[40386, 1059]",,0.0,2451.8125,{},{},{},{},{},{},{}
19,TrainBatch_SURPRISE_Z_CONTINUOUS_RETURN_SURPRISE_Z_20_POS,2026-01-30T10:16:38.750918,"[35060, 1059]",,0.0,2549.21875,{},{},{},{},{},{},{}
20,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_20_POS,2026-01-30T10:17:26.021391,"[40386, 1059]",,0.0,2438.78125,{},{},{},{},{},{},{}
21,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_PRESSURE_20_POS,2026-01-30T10:19:19.442967,"[40386, 1059]",,0.0,602.5625,{},{},{},{},{},{},{}
