,stage_name,timestamp,input_data_shape,output_data_shape,processing_time,memory_usage_mb,geometry_metrics,model_metrics,feature_metrics,quality_metrics,performance_scores,stability_scores,integrity_scores
0,OOF_Start,2026-01-24T12:26:43.096821,"[132484, 583]",,0.0,331.3125,{},{},{},{},{},{},{}
1,TrainBatch_VOLATILITY_SPECIALIST,2026-01-24T12:29:12.201693,"[3541, 640]",,0.0,3276.359375,{},{},{},{},{},{},{}
2,TrainBatch_META_SUM_4H_COMPOSITE_DERIVED_FLOW_IMBALANCE_PROXY_OHLCV_VOLUME_SURGE_30MIN_INT,2026-01-24T12:30:17.058821,"[12719, 640]",,0.0,1750.09375,{},{},{},{},{},{},{}
3,TrainBatch_VOLATILITY_INNOVATION_SPECIALIST,2026-01-24T12:30:42.833277,"[549, 640]",,0.0,1213.046875,{},{},{},{},{},{},{}
4,TrainBatch_LIQUIDITY_SPECIALIST,2026-01-24T12:30:50.122173,"[3492, 640]",,0.0,1551.03125,{},{},{},{},{},{},{}
5,TrainBatch_MARKET_FRAGILITY_FRAGILITY_ACCEL_100_POS,2026-01-24T12:31:08.202820,"[42571, 640]",,0.0,1307.328125,{},{},{},{},{},{},{}
6,TrainBatch_DISPERSION_SPECIALIST,2026-01-24T12:32:07.365266,"[552, 640]",,0.0,1263.3125,{},{},{},{},{},{},{}
7,TrainBatch_MEAN_REVERSION_RELAXATION_ACCEL_100_POS,2026-01-24T12:32:20.900022,"[41995, 640]",,0.0,1642.78125,{},{},{},{},{},{},{}
8,TrainBatch_VOLUME_SPECIALIST,2026-01-24T12:33:46.239648,"[3554, 640]",,0.0,1217.109375,{},{},{},{},{},{},{}
9,TrainBatch_MEAN_REVERSION_DECAY_RATE_20_POS,2026-01-24T12:34:01.804157,"[41995, 640]",,0.0,1243.46875,{},{},{},{},{},{},{}
10,TrainBatch_INVENTORY_SPECIALIST,2026-01-24T12:34:58.356086,"[3519, 640]",,0.0,1384.890625,{},{},{},{},{},{},{}
11,TrainBatch_INFORMATION_SPECIALIST,2026-01-24T12:35:13.219501,"[3856, 640]",,0.0,1056.40625,{},{},{},{},{},{},{}
12,TrainBatch_EXHAUSTION_SPECIALIST,2026-01-24T12:35:25.543177,"[545, 640]",,0.0,1292.609375,{},{},{},{},{},{},{}
13,TrainBatch_MOMENTUM_DECAY_SPECIALIST,2026-01-24T12:35:36.180371,"[178, 640]",,0.0,916.90625,{},{},{},{},{},{},{}
14,TrainBatch_SURPRISE_Z_CONTINUOUS_VOL_SURPRISE_Z_100_POS,2026-01-24T12:35:44.504960,"[34111, 640]",,0.0,1942.21875,{},{},{},{},{},{},{}
15,TrainBatch_SURPRISE_Z_CONTINUOUS_VOLUME_SURPRISE_Z_20_POS,2026-01-24T12:36:48.427905,"[34111, 640]",,0.0,2376.296875,{},{},{},{},{},{},{}
16,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_100_POS,2026-01-24T12:37:43.140136,"[40386, 640]",,0.0,2147.265625,{},{},{},{},{},{},{}
17,TrainBatch_SURPRISE_Z_CONTINUOUS_RETURN_SURPRISE_Z_20_POS,2026-01-24T12:38:54.515811,"[34111, 640]",,0.0,1864.0,{},{},{},{},{},{},{}
18,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_20_POS,2026-01-24T12:39:36.341213,"[40386, 640]",,0.0,1845.359375,{},{},{},{},{},{},{}
19,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_PRESSURE_20_POS,2026-01-24T12:40:49.203869,"[40386, 640]",,0.0,1553.15625,{},{},{},{},{},{},{}
