,stage_name,timestamp,input_data_shape,output_data_shape,processing_time,memory_usage_mb,geometry_metrics,model_metrics,feature_metrics,quality_metrics,performance_scores,stability_scores,integrity_scores
0,OOF_Start,2026-01-24T15:03:24.757100,"[132484, 583]",,0.0,2495.03125,{},{},{},{},{},{},{}
1,TrainBatch_VOLATILITY_SPECIALIST,2026-01-24T15:05:40.917654,"[3541, 640]",,0.0,4438.765625,{},{},{},{},{},{},{}
2,TrainBatch_META_SUM_4H_COMPOSITE_DERIVED_FLOW_IMBALANCE_PROXY_OHLCV_VOLUME_SURGE_30MIN_INT,2026-01-24T15:06:33.507707,"[12719, 640]",,0.0,1364.359375,{},{},{},{},{},{},{}
3,TrainBatch_VOLATILITY_INNOVATION_SPECIALIST,2026-01-24T15:06:52.575420,"[549, 640]",,0.0,1507.078125,{},{},{},{},{},{},{}
4,TrainBatch_LIQUIDITY_SPECIALIST,2026-01-24T15:06:59.553781,"[3492, 640]",,0.0,1578.8125,{},{},{},{},{},{},{}
5,TrainBatch_MARKET_FRAGILITY_FRAGILITY_ACCEL_100_POS,2026-01-24T15:07:12.757820,"[42571, 640]",,0.0,1605.90625,{},{},{},{},{},{},{}
6,TrainBatch_DISPERSION_SPECIALIST,2026-01-24T15:07:52.092189,"[552, 640]",,0.0,1556.984375,{},{},{},{},{},{},{}
7,TrainBatch_MEAN_REVERSION_RELAXATION_ACCEL_100_POS,2026-01-24T15:08:02.935229,"[41995, 640]",,0.0,1484.890625,{},{},{},{},{},{},{}
8,TrainBatch_VOLUME_SPECIALIST,2026-01-24T15:08:44.024351,"[3554, 640]",,0.0,1647.15625,{},{},{},{},{},{},{}
9,TrainBatch_MEAN_REVERSION_DECAY_RATE_20_POS,2026-01-24T15:08:55.632685,"[41995, 640]",,0.0,2242.3125,{},{},{},{},{},{},{}
10,TrainBatch_INVENTORY_SPECIALIST,2026-01-24T15:09:39.141845,"[3519, 640]",,0.0,1484.359375,{},{},{},{},{},{},{}
11,TrainBatch_INFORMATION_SPECIALIST,2026-01-24T15:09:47.628764,"[3856, 640]",,0.0,1925.6875,{},{},{},{},{},{},{}
12,TrainBatch_EXHAUSTION_SPECIALIST,2026-01-24T15:09:59.608626,"[545, 640]",,0.0,1433.78125,{},{},{},{},{},{},{}
13,TrainBatch_MOMENTUM_DECAY_SPECIALIST,2026-01-24T15:10:07.869943,"[178, 640]",,0.0,1440.296875,{},{},{},{},{},{},{}
14,TrainBatch_SURPRISE_Z_CONTINUOUS_VOL_SURPRISE_Z_100_POS,2026-01-24T15:10:15.969239,"[34111, 640]",,0.0,967.25,{},{},{},{},{},{},{}
15,TrainBatch_SURPRISE_Z_CONTINUOUS_VOLUME_SURPRISE_Z_20_POS,2026-01-24T15:11:00.156420,"[34111, 640]",,0.0,1812.9375,{},{},{},{},{},{},{}
16,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_100_POS,2026-01-24T15:11:56.219871,"[40386, 640]",,0.0,2104.34375,{},{},{},{},{},{},{}
17,TrainBatch_SURPRISE_Z_CONTINUOUS_RETURN_SURPRISE_Z_20_POS,2026-01-24T15:12:43.925314,"[34111, 640]",,0.0,2283.203125,{},{},{},{},{},{},{}
18,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_20_POS,2026-01-24T15:13:14.847700,"[40386, 640]",,0.0,2488.84375,{},{},{},{},{},{},{}
19,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_PRESSURE_20_POS,2026-01-24T15:13:57.164399,"[40386, 640]",,0.0,2491.9375,{},{},{},{},{},{},{}
