,stage_name,timestamp,input_data_shape,output_data_shape,processing_time,memory_usage_mb,geometry_metrics,model_metrics,feature_metrics,quality_metrics,performance_scores,stability_scores,integrity_scores
0,OOF_Start,2026-01-21T20:20:00.685941,"[132484, 84]",,0.0,144.65625,{},{},{},{},{},{},{}
1,TrainBatch_COND_OHLCV_VOLATILITY_SPIKE_ON_INVENTORY,2026-01-21T20:23:53.078804,"[179, 394]",,0.0,2367.859375,{},{},{},{},{},{},{}
2,TrainBatch_RELAXATION_GEOMETRY_DECAY_RATE_20_POS,2026-01-21T20:24:55.378706,"[41995, 394]",,0.0,1447.640625,{},{},{},{},{},{},{}
3,TrainBatch_LIQUIDITY_SPECIALIST,2026-01-21T20:25:46.583550,"[2909, 394]",,0.0,1590.890625,{},{},{},{},{},{},{}
4,TrainBatch_META_WEIGHTED_SUM_COMPOSITE_COND_OHLCV_VOLATILITY_SPIKE_ON_VOLUME_OHLCV_RETURN_SHOCK_60MIN_INT,2026-01-21T20:25:54.626208,"[3565, 394]",,0.0,978.359375,{},{},{},{},{},{},{}
5,TrainBatch_VOLATILITY_SPECIALIST,2026-01-21T20:26:14.417774,"[3710, 394]",,0.0,1122.78125,{},{},{},{},{},{},{}
6,TrainBatch_SURPRISE_Z_CONTINUOUS_RETURN_SURPRISE_Z_20_POS,2026-01-21T20:26:23.402337,"[34111, 394]",,0.0,1635.890625,{},{},{},{},{},{},{}
7,TrainBatch_COND_OHLCV_VOLUME_SURGE_ON_VOLATILITY,2026-01-21T20:27:04.114018,"[140, 394]",,0.0,1182.609375,{},{},{},{},{},{},{}
8,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_100_POS,2026-01-21T20:27:09.755655,"[40386, 394]",,0.0,1694.234375,{},{},{},{},{},{},{}
9,TrainBatch_COND_OHLCV_VOLUME_SURGE_ON_INFORMATION,2026-01-21T20:28:06.423539,"[93, 394]",,0.0,1124.5625,{},{},{},{},{},{},{}
10,TrainBatch_VOLUME_SPECIALIST,2026-01-21T20:28:10.080880,"[4094, 394]",,0.0,1116.140625,{},{},{},{},{},{},{}
11,TrainBatch_COND_OHLCV_RETURN_SHOCK_ON_INVENTORY,2026-01-21T20:28:21.656349,"[154, 394]",,0.0,980.59375,{},{},{},{},{},{},{}
12,TrainBatch_INFORMATION_SPECIALIST,2026-01-21T20:28:26.777509,"[5285, 394]",,0.0,1122.53125,{},{},{},{},{},{},{}
13,TrainBatch_COND_OHLCV_VOLATILITY_SPIKE_ON_VOLUME,2026-01-21T20:28:41.944889,"[180, 394]",,0.0,771.578125,{},{},{},{},{},{},{}
14,TrainBatch_INVENTORY_SPECIALIST,2026-01-21T20:28:47.763865,"[898, 394]",,0.0,1038.1875,{},{},{},{},{},{},{}
15,TrainBatch_COND_OHLCV_VOLUME_SURGE_ON_VOLUME,2026-01-21T20:28:57.492325,"[251, 394]",,0.0,889.484375,{},{},{},{},{},{},{}
16,TrainBatch_RELAXATION_GEOMETRY_RELAXATION_ACCEL_100_POS,2026-01-21T20:29:03.856813,"[41995, 394]",,0.0,1427.359375,{},{},{},{},{},{},{}
17,TrainBatch_COND_OHLCV_RETURN_SHOCK_ON_VOLATILITY,2026-01-21T20:29:57.490743,"[280, 394]",,0.0,989.65625,{},{},{},{},{},{},{}
18,TrainBatch_META_SUM_4H_COMPOSITE_COND_OHLCV_VOLATILITY_SPIKE_ON_VOLUME_OHLCV_VOLUME_SURGE_30MIN_INT,2026-01-21T20:30:03.086366,"[4885, 394]",,0.0,1019.953125,{},{},{},{},{},{},{}
19,TrainBatch_SURPRISE_Z_CONTINUOUS_VOLUME_SURPRISE_Z_20_POS,2026-01-21T20:30:36.534242,"[34111, 394]",,0.0,720.1875,{},{},{},{},{},{},{}
20,TrainBatch_SURPRISE_Z_CONTINUOUS_VOL_SURPRISE_Z_100_POS,2026-01-21T20:31:37.121848,"[34111, 394]",,0.0,1618.6875,{},{},{},{},{},{},{}
21,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_20_POS,2026-01-21T20:32:17.318148,"[40386, 394]",,0.0,1661.609375,{},{},{},{},{},{},{}
22,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_PRESSURE_20_POS,2026-01-21T20:33:25.174889,"[40386, 394]",,0.0,1660.578125,{},{},{},{},{},{},{}
23,TrainBatch_MARKET_FRAGILITY_FRAGILITY_ACCEL_100_POS,2026-01-21T20:34:11.879307,"[42571, 394]",,0.0,1602.4375,{},{},{},{},{},{},{}
24,TrainBatch_META_EWMA_1D_COMPOSITE_COND_OHLCV_VOLUME_SURGE_ON_VOLATILITY_OHLCV_RETURN_SHOCK_60MIN_INT,2026-01-21T20:35:04.832398,"[4256, 394]",,0.0,884.15625,{},{},{},{},{},{},{}
