,stage_name,timestamp,input_data_shape,output_data_shape,processing_time,memory_usage_mb,geometry_metrics,model_metrics,feature_metrics,quality_metrics,performance_scores,stability_scores,integrity_scores
0,OOF_Start,2026-01-21T08:22:45.923304,"[132484, 84]",,0.0,1352.359375,{},{},{},{},{},{},{}
1,TrainBatch_COND_OHLCV_VOLATILITY_SPIKE_ON_INVENTORY,2026-01-21T08:25:06.073320,"[179, 390]",,0.0,2774.96875,{},{},{},{},{},{},{}
2,TrainBatch_RELAXATION_GEOMETRY_DECAY_RATE_20_POS,2026-01-21T08:25:46.784115,"[41995, 390]",,0.0,1625.15625,{},{},{},{},{},{},{}
3,TrainBatch_LIQUIDITY_SPECIALIST,2026-01-21T08:26:25.766556,"[2909, 390]",,0.0,1451.015625,{},{},{},{},{},{},{}
4,TrainBatch_META_WEIGHTED_SUM_COMPOSITE_COND_OHLCV_VOLATILITY_SPIKE_ON_VOLUME_OHLCV_RETURN_SHOCK_60MIN_INT,2026-01-21T08:26:30.682323,"[3565, 390]",,0.0,1593.921875,{},{},{},{},{},{},{}
5,TrainBatch_VOLATILITY_SPECIALIST,2026-01-21T08:26:37.806770,"[3710, 390]",,0.0,1631.1875,{},{},{},{},{},{},{}
6,TrainBatch_SURPRISE_Z_CONTINUOUS_RETURN_SURPRISE_Z_20_POS,2026-01-21T08:26:44.254079,"[34111, 390]",,0.0,1827.421875,{},{},{},{},{},{},{}
7,TrainBatch_COND_OHLCV_VOLUME_SURGE_ON_VOLATILITY,2026-01-21T08:27:13.666665,"[140, 390]",,0.0,1275.265625,{},{},{},{},{},{},{}
8,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_100_POS,2026-01-21T08:27:19.119534,"[40386, 390]",,0.0,1404.96875,{},{},{},{},{},{},{}
9,TrainBatch_COND_OHLCV_VOLUME_SURGE_ON_INFORMATION,2026-01-21T08:27:55.974030,"[93, 390]",,0.0,1358.375,{},{},{},{},{},{},{}
10,TrainBatch_VOLUME_SPECIALIST,2026-01-21T08:27:58.446488,"[4094, 390]",,0.0,1093.46875,{},{},{},{},{},{},{}
11,TrainBatch_COND_OHLCV_RETURN_SHOCK_ON_INVENTORY,2026-01-21T08:28:04.679890,"[154, 390]",,0.0,1121.015625,{},{},{},{},{},{},{}
12,TrainBatch_INFORMATION_SPECIALIST,2026-01-21T08:28:09.216493,"[5285, 390]",,0.0,1124.484375,{},{},{},{},{},{},{}
13,TrainBatch_COND_OHLCV_VOLATILITY_SPIKE_ON_VOLUME,2026-01-21T08:28:16.896458,"[180, 390]",,0.0,1312.0,{},{},{},{},{},{},{}
14,TrainBatch_INVENTORY_SPECIALIST,2026-01-21T08:28:20.397691,"[898, 390]",,0.0,1320.1875,{},{},{},{},{},{},{}
15,TrainBatch_COND_OHLCV_VOLUME_SURGE_ON_VOLUME,2026-01-21T08:28:27.092322,"[251, 390]",,0.0,1330.875,{},{},{},{},{},{},{}
16,TrainBatch_RELAXATION_GEOMETRY_RELAXATION_ACCEL_100_POS,2026-01-21T08:28:31.303368,"[41995, 390]",,0.0,2042.265625,{},{},{},{},{},{},{}
17,TrainBatch_COND_OHLCV_RETURN_SHOCK_ON_VOLATILITY,2026-01-21T08:29:06.247187,"[280, 390]",,0.0,1434.078125,{},{},{},{},{},{},{}
18,TrainBatch_META_SUM_4H_COMPOSITE_COND_OHLCV_VOLATILITY_SPIKE_ON_VOLUME_OHLCV_VOLUME_SURGE_30MIN_INT,2026-01-21T08:29:10.724719,"[4885, 390]",,0.0,977.375,{},{},{},{},{},{},{}
19,TrainBatch_SURPRISE_Z_CONTINUOUS_VOLUME_SURPRISE_Z_20_POS,2026-01-21T08:29:22.477326,"[34111, 390]",,0.0,1250.46875,{},{},{},{},{},{},{}
20,TrainBatch_SURPRISE_Z_CONTINUOUS_VOL_SURPRISE_Z_100_POS,2026-01-21T08:29:54.857858,"[34111, 390]",,0.0,1840.1875,{},{},{},{},{},{},{}
21,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_20_POS,2026-01-21T08:30:24.708356,"[40386, 390]",,0.0,1912.890625,{},{},{},{},{},{},{}
22,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_PRESSURE_20_POS,2026-01-21T08:31:10.259169,"[40386, 390]",,0.0,1376.875,{},{},{},{},{},{},{}
23,TrainBatch_MARKET_FRAGILITY_FRAGILITY_ACCEL_100_POS,2026-01-21T08:31:50.565324,"[42571, 390]",,0.0,2156.484375,{},{},{},{},{},{},{}
24,TrainBatch_META_EWMA_1D_COMPOSITE_COND_OHLCV_VOLUME_SURGE_ON_VOLATILITY_OHLCV_RETURN_SHOCK_60MIN_INT,2026-01-21T08:32:32.383515,"[4256, 390]",,0.0,1607.5,{},{},{},{},{},{},{}
