,stage_name,timestamp,input_data_shape,output_data_shape,processing_time,memory_usage_mb,geometry_metrics,model_metrics,feature_metrics,quality_metrics,performance_scores,stability_scores,integrity_scores
0,OOF_Start,2026-01-20T21:55:31.654227,"[132484, 84]",,0.0,614.171875,{},{},{},{},{},{},{}
1,TrainBatch_COND_OHLCV_VOLATILITY_SPIKE_ON_INVENTORY,2026-01-20T21:58:01.972478,"[179, 390]",,0.0,516.75,{},{},{},{},{},{},{}
2,TrainBatch_RELAXATION_GEOMETRY_DECAY_RATE_20_POS,2026-01-20T21:59:32.397311,"[42024, 390]",,0.0,678.78125,{},{},{},{},{},{},{}
3,TrainBatch_LIQUIDITY_SPECIALIST,2026-01-20T21:59:57.375095,"[2909, 390]",,0.0,418.65625,{},{},{},{},{},{},{}
4,TrainBatch_META_WEIGHTED_SUM_COMPOSITE_COND_OHLCV_VOLATILITY_SPIKE_ON_VOLUME_OHLCV_RETURN_SHOCK_60MIN_INT,2026-01-20T22:00:04.858244,"[3565, 390]",,0.0,782.671875,{},{},{},{},{},{},{}
5,TrainBatch_VOLATILITY_SPECIALIST,2026-01-20T22:00:12.400255,"[3710, 390]",,0.0,1077.984375,{},{},{},{},{},{},{}
6,TrainBatch_SURPRISE_Z_CONTINUOUS_RETURN_SURPRISE_Z_20_POS,2026-01-20T22:00:19.123898,"[33750, 390]",,0.0,992.109375,{},{},{},{},{},{},{}
7,TrainBatch_COND_OHLCV_VOLUME_SURGE_ON_VOLATILITY,2026-01-20T22:00:38.565584,"[140, 390]",,0.0,848.671875,{},{},{},{},{},{},{}
8,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_100_POS,2026-01-20T22:00:47.088459,"[39649, 390]",,0.0,1197.796875,{},{},{},{},{},{},{}
9,TrainBatch_COND_OHLCV_VOLUME_SURGE_ON_INFORMATION,2026-01-20T22:01:14.773612,"[93, 390]",,0.0,840.671875,{},{},{},{},{},{},{}
10,TrainBatch_VOLUME_SPECIALIST,2026-01-20T22:01:19.252195,"[4094, 390]",,0.0,891.609375,{},{},{},{},{},{},{}
11,TrainBatch_COND_OHLCV_RETURN_SHOCK_ON_INVENTORY,2026-01-20T22:01:27.020665,"[154, 390]",,0.0,805.65625,{},{},{},{},{},{},{}
12,TrainBatch_INFORMATION_SPECIALIST,2026-01-20T22:01:31.672552,"[5285, 390]",,0.0,1039.78125,{},{},{},{},{},{},{}
13,TrainBatch_COND_OHLCV_VOLATILITY_SPIKE_ON_VOLUME,2026-01-20T22:01:40.261060,"[180, 390]",,0.0,811.8125,{},{},{},{},{},{},{}
14,TrainBatch_INVENTORY_SPECIALIST,2026-01-20T22:01:45.441245,"[898, 390]",,0.0,924.234375,{},{},{},{},{},{},{}
15,TrainBatch_COND_OHLCV_VOLUME_SURGE_ON_VOLUME,2026-01-20T22:01:53.743814,"[251, 390]",,0.0,746.0,{},{},{},{},{},{},{}
16,TrainBatch_RELAXATION_GEOMETRY_RELAXATION_ACCEL_100_POS,2026-01-20T22:02:05.539195,"[42024, 390]",,0.0,967.328125,{},{},{},{},{},{},{}
17,TrainBatch_COND_OHLCV_RETURN_SHOCK_ON_VOLATILITY,2026-01-20T22:02:30.523990,"[280, 390]",,0.0,812.28125,{},{},{},{},{},{},{}
18,TrainBatch_META_SUM_4H_COMPOSITE_COND_OHLCV_VOLATILITY_SPIKE_ON_VOLUME_OHLCV_VOLUME_SURGE_30MIN_INT,2026-01-20T22:02:36.325836,"[4885, 390]",,0.0,847.53125,{},{},{},{},{},{},{}
19,TrainBatch_SURPRISE_Z_CONTINUOUS_VOLUME_SURPRISE_Z_20_POS,2026-01-20T22:02:49.165349,"[33750, 390]",,0.0,1108.03125,{},{},{},{},{},{},{}
20,TrainBatch_SURPRISE_Z_CONTINUOUS_VOL_SURPRISE_Z_100_POS,2026-01-20T22:03:11.332841,"[33750, 390]",,0.0,1320.40625,{},{},{},{},{},{},{}
21,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_20_POS,2026-01-20T22:03:26.720308,"[39649, 390]",,0.0,1415.625,{},{},{},{},{},{},{}
22,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_PRESSURE_20_POS,2026-01-20T22:04:19.700316,"[39649, 390]",,0.0,1308.125,{},{},{},{},{},{},{}
23,TrainBatch_MARKET_FRAGILITY_FRAGILITY_ACCEL_100_POS,2026-01-20T22:04:45.840535,"[41615, 390]",,0.0,1021.65625,{},{},{},{},{},{},{}
24,TrainBatch_META_EWMA_1D_COMPOSITE_COND_OHLCV_VOLUME_SURGE_ON_VOLATILITY_OHLCV_RETURN_SHOCK_60MIN_INT,2026-01-20T22:05:08.066660,"[4256, 390]",,0.0,926.8125,{},{},{},{},{},{},{}
